Name	Length	EffectiveLength	TPM	NumReads
FBgn0036323	1637	1455.28	0	0
FBgn0038260	1973	1791.28	2.40207	38
FBgn0034617	1987	1805.28	11.9172	190
FBgn0262018	7567	7385.28	0	0
FBgn0031873	840	658.539	22.0087	128
FBgn0032366	866	684.501	0	0
FBgn0035241	4589.19	4407.47	0.720978	28.064
FBgn0260049	2272.13	2090.42	170.734	3152
FBgn0015558	4438.53	4256.81	0.665	25
FBgn0267875	162	16.721	0	0
FBgn0003870	4166.42	3984.7	29.8942	1052
FBgn0053061	1277.9	1096.18	0.103295	1
FBgn0041181	4928	4746.28	0.023857	1
FBgn0039778	933	751.482	0	0
FBgn0014455	1600.81	1419.1	247.991	3108
FBgn0030462	936.667	755.135	0	0
FBgn0051832	762	580.581	0	0
FBgn0000259	1573.67	1392.03	124.195	1526.82
FBgn0261581	717.5	536.086	0	0
FBgn0039271	836	654.54	8.4767	49
FBgn0031463	1194	1012.28	0	0
FBgn0014006	4618.71	4436.99	32.6654	1280
FBgn0037150	1456	1274.28	15.1948	171
FBgn0030294	1628	1446.28	12.8398	164
FBgn0036039	2150.52	1968.8	13.9685	242.877
FBgn0029676	2017.34	1835.62	72.4789	1174.98
FBgn0037475	1444.5	1262.78	0	0
FBgn0052076	1529	1347.28	27.9867	333
FBgn0058354	1400	1218.28	2.85026	30.667
FBgn0033738	3602.56	3420.84	41.4748	1253
FBgn0064126	1580.04	1398.32	46.9162	579.38
FBgn0039115	970	788.442	18.1685	126.509
FBgn0010356	2362	2180.28	20.7217	399
FBgn0051100	2434.88	2253.16	0.100509	2
FBgn0263249	318	136.834	0	0
FBgn0039635	1174.92	993.273	186.729	1638
FBgn0050010	708.595	527.2	4.29558	20
FBgn0034495	1429	1247.28	16.1592	178
FBgn0005617	3840.15	3658.44	28.5675	923
FBgn0030703	1448.25	1266.54	111.037	1242
FBgn0036574	4094.79	3913.07	15.1534	523.676
FBgn0038742	1418	1236.28	82.2479	898
FBgn0003162	1642.04	1460.33	5.81538	75
FBgn0046999	672	490.613	0.230796	1
FBgn0037345	831	649.541	18.6528	107
FBgn0037050	1511.9	1330.19	10.6406	125
FBgn0029783	1121.44	939.727	8.79604	73
FBgn0261269	3722.33	3540.61	5.3088	166
FBgn0264270	2291.52	2109.81	47.1738	878.978
FBgn0259822	5700.65	5518.93	0.022153	1.079
FBgn0034035	1562	1380.28	30.1068	367
FBgn0039270	868	686.501	12.8653	78
FBgn0031626	1990	1808.28	0	0
FBgn0051324	1936.55	1754.84	54.1855	839.757
FBgn0260858	1469	1287.28	51.4574	585
FBgn0031874	1728.72	1547	5.93124	81.035
FBgn0262719	7923.37	7741.65	0.292732	20.014
FBgn0082831	6729.16	6547.45	31.3713	1814
FBgn0259239	3472.09	3290.38	0.103239	3
FBgn0036146	755	573.583	4.73269	23.974
FBgn0035073	3322	3140.28	15.7397	436.514
FBgn0020371	789	607.564	0	0
FBgn0032845	1542.66	1360.94	5.49124	66
FBgn0283651	4406.84	4225.13	0.669988	25
FBgn0267824	2632	2450.28	33.8721	732.979
FBgn0069973	900.181	718.669	16.3859	104
FBgn0036301	1709	1527.28	17.5709	237
FBgn0265048	4744	4562.28	163.061	6570
FBgn0261057	237.5	57.132	0	0
FBgn0052564	1448	1266.28	0.08942	1
FBgn0030797	1039.41	857.872	14.6156	110.732
FBgn0001296	2185.25	2003.54	4.06913	72
FBgn0259972	1093	911.284	0.152976	1.231
FBgn0053986	871	689.498	0	0
FBgn0032435	2743	2561.28	0.088418	2
FBgn0033905	1134.29	952.577	20.802	175
FBgn0029539	639.555	458.178	0.000299	0.002
FBgn0030502	2962.96	2781.24	73.9429	1816.22
FBgn0032554	1230	1048.38	0	0
FBgn0036410	2288.73	2107.01	0.483662	9
FBgn0025390	6068.87	5887.16	3.7727	196.152
FBgn0038394	1047	865.284	1.06183	8.114
FBgn0029715	1083.41	901.695	69.9459	557
FBgn0034911	6361	6179.28	0.183243	10
FBgn0026063	2066	1884.28	1.09484	18.219
FBgn0032375	787.575	606.142	0.186807	1
FBgn0033665	1878	1696.28	10.4134	156
FBgn0085380	3223	3041.28	0	0
FBgn0037493	813	631.55	0	0
FBgn0053701	315	133.835	0	0
FBgn0032189	1259	1077.28	11.0364	105
FBgn0033726	683	501.612	0	0
FBgn0037526	2192.88	2011.17	7.314	129.908
FBgn0028902	2092.61	1910.89	0.237023	4
FBgn0050289	1164	982.284	0.115273	1
FBgn0038131	1100	918.284	0	0
FBgn0004910	2728.17	2546.46	0.088932	2
FBgn0037715	1039.98	858.266	19.7895	150
FBgn0038151	1571	1389.28	0	0
FBgn0005391	1583.75	1402.04	0.080762	1
FBgn0265416	4441.84	4260.13	0.053608	2.017
FBgn0033115	1377.16	1195.45	16.2916	172
FBgn0029587	2943.2	2761.48	1.30046	31.715
FBgn0034300	5059.09	4877.37	13.9758	602
FBgn0265464	2788	2606.28	6.56027	151
FBgn0036112	761	579.582	0	0
FBgn0262730	8113.3	7931.59	26.4362	1851.79
FBgn0262512	659	477.614	90.0894	380
FBgn0015279	4412.89	4231.17	56.6803	2118
FBgn0039831	2818	2636.29	67.8151	1578.89
FBgn0261673	1855.54	1673.83	6.83247	101
FBgn0026570	1226.02	1044.3	47.3829	437
FBgn0031574	3462.1	3280.38	8.24974	239
FBgn0036761	1779.88	1598.16	52.7131	744
FBgn0085385	5875	5693.28	0.009772	0.491
FBgn0027296	2031.49	1849.77	9.97784	163
FBgn0033259	2863	2681.28	30.0257	711
FBgn0033616	1893	1711.28	9.59428	145
FBgn0030224	1034	852.284	0	0
FBgn0016685	915.997	734.484	358.741	2327
FBgn0003888	2516.66	2334.95	362.128	7467.45
FBgn0025381	2146.3	1964.59	350.619	6083.31
FBgn0052667	368	186.814	1.81835	3
FBgn0031771	1556.44	1374.73	125.524	1523.97
FBgn0042133	1168	986.284	4.82185	42
FBgn0028546	1068.35	886.633	86.8423	680
FBgn0037620	1159	977.284	2.2014	19
FBgn0086710	477.181	295.896	3136.01	8195
FBgn0036028	1427	1245.28	10.5477	116
FBgn0000046	1641.84	1460.13	1.36349	17.583
FBgn0034568	3378.48	3196.77	0.495888	14
FBgn0035464	2240.06	2058.34	51.8203	942
FBgn0032331	1716	1534.28	0.221402	3
FBgn0261380	1356	1174.28	24.8779	258
FBgn0039196	1506	1324.28	0	0
FBgn0051683	1880.12	1698.41	5.11921	76.785
FBgn0011754	2931.12	2749.41	29.0592	705.598
FBgn0003250	1349	1167.28	0.097004	1
FBgn0028872	1850.33	1668.62	0	0
FBgn0003975	3463	3281.28	0.138033	4
FBgn0040751	379	197.811	24.3701	42.573
FBgn0039958	2074.09	1892.37	28.345	473.713
FBgn0034201	544.481	363.202	0.311757	1
FBgn0032390	842.46	660.998	65.9519	385
FBgn0031144	1958.68	1776.96	45.5612	715
FBgn0037481	943	761.476	22.1563	149
FBgn0033457	1060.01	878.293	24.4952	190
FBgn0037974	1249.6	1067.89	26.1306	246.438
FBgn0038033	1754	1572.28	0.04295	0.596
FBgn0029689	2699	2517.28	12.5049	278
FBgn0036784	2074	1892.28	0	0
FBgn0085458	750	568.584	0	0
FBgn0033787	1111.82	930.108	5.72178	47
FBgn0031955	5710.13	5528.41	0.36867	18
FBgn0054011	1090	908.284	0	0
FBgn0051092	4024.39	3842.67	7.20625	244.555
FBgn0003218	5091.3	4909.59	14.3915	624.001
FBgn0029687	2568.06	2386.35	79.4564	1674.54
FBgn0033460	4654.36	4472.65	51.5189	2035
FBgn0039664	1341.3	1159.58	9.28606	95.097
FBgn0037802	1114	932.284	6.80152	56
FBgn0014002	2080.18	1898.46	933.833	15656.9
FBgn0051454	1736	1554.28	0.218553	3
FBgn0046886	1227	1045.28	0	0
FBgn0261060	329	147.828	0	0
FBgn0039349	1857.78	1676.07	23.5101	348
FBgn0036230	922.5	740.985	0	0
FBgn0085599	1023	841.284	13.4793	100.148
FBgn0030292	477	295.715	63.5626	166
FBgn0039132	1032.51	850.877	58.4204	439
FBgn0032790	1215	1033.28	14.1363	129
FBgn0029996	2590.17	2408.45	40.7612	867
FBgn0264830	262	80.88	0	0
FBgn0083972	706	524.607	3.88512	18
FBgn0052221	1606	1424.28	11.7661	148
FBgn0061209	595	413.66	0.075694	0.277
FBgn0019938	5078	4896.28	27.6587	1196
FBgn0029920	757	575.583	0.002845	0.014
FBgn0259728	885	703.494	13.475	83.719
FBgn0052732	2189	2007.28	16.343	289.716
FBgn0030164	1289.75	1108.03	0	0
FBgn0033785	1901.63	1719.91	9.17599	139.377
FBgn0250839	1002.19	820.59	0.137987	1.001
FBgn0267887	453	271.732	0.000123	0
FBgn0267365	936	754.48	24.9131	166
FBgn0032150	1075.21	893.511	4.8156	38
FBgn0035360	1631.15	1449.43	1.49264	19.106
FBgn0035833	3722	3540.28	16.6315	520
FBgn0034849	774.367	592.944	70.6317	369.868
FBgn0035041	2875.1	2693.38	0.336325	8
FBgn0037067	876	694.496	0	0
FBgn0263197	5869.68	5687.97	70.6306	3548
FBgn0033724	652.796	471.41	53.3238	222
FBgn0265201	476	294.715	1.59048	4.14
FBgn0031690	1669.26	1487.54	0.761196	10
FBgn0035009	576	394.664	0	0
FBgn0052601	967	785.445	0	0
FBgn0033996	1957.75	1776.03	18.5528	291
FBgn0034437	2768	2586.28	0.087563	2
FBgn0031247	748	566.584	26.1632	130.915
FBgn0039552	649	467.616	0	0
FBgn0030990	2055.17	1873.45	118.281	1957
FBgn0015925	2002.27	1820.56	34.3944	553
FBgn0029959	1169.66	987.946	31.977	279
FBgn0001276	727	545.598	24.9044	120
FBgn0036277	437	255.748	120.87	273
FBgn0052643	548	366.67	0	0
FBgn0263782	3818	3636.28	11.7084	376
FBgn0035695	4236.34	4054.62	0.055853	2
FBgn0034138	627.223	445.857	3666.47	14437
FBgn0035997	3198.42	3016.7	22.2957	594
FBgn0028541	2463.86	2282.15	71.0007	1431
FBgn0053666	666	484.614	0	0
FBgn0051860	2260.5	2078.78	0	0
FBgn0035312	1183	1001.28	16.8741	149.215
FBgn0036236	1075	893.284	0.127277	1.004
FBgn0259735	6324.89	6143.18	135.934	7374.88
FBgn0037094	3105	2923.29	44.8543	1158
FBgn0051953	715	533.603	3.31704	15.632
FBgn0029523	2309	2127.28	1.25864	23.646
FBgn0035374	1144	962.284	67.5422	574
FBgn0034514	440	258.745	0	0
FBgn0038934	4998.81	4817.1	0.094026	4
FBgn0036360	2534	2352.28	0	0
FBgn0014465	1051.86	870.37	0.130855	1.006
FBgn0038471	1102	920.284	21.1628	172
FBgn0038047	1623	1441.28	4.24239	54
FBgn0064237	1495	1313.28	0.17244	2
FBgn0032036	2398.95	2217.23	258.766	5067
FBgn0038207	740	558.588	0	0
FBgn0259821	4371.37	4189.65	4.51341	167.001
FBgn0032084	1431.76	1250.04	1.90222	21
FBgn0014427	1176	994.284	12.9826	114
FBgn0031257	2617.94	2436.22	55.7274	1199
FBgn0041094	2289.33	2107.62	75.0203	1396.38
FBgn0033988	2216	2034.28	35.512	638
FBgn0001986	3585	3403.28	36.6981	1103
FBgn0032078	1985.21	1803.49	295.213	4702
FBgn0038551	1645	1463.28	26.6967	345
FBgn0000808	1967.64	1785.93	6.97421	110
FBgn0036895	3746	3564.28	0.063537	2
FBgn0266455	280	98.864	0	0
FBgn0031575	2409.85	2228.13	13.462	264.9
FBgn0033880	1145	963.284	3.64396	31
FBgn0051661	1341	1159.28	0	0
FBgn0283476	12442	12260.3	0.009236	1
FBgn0032882	1961	1779.28	46.0576	723.736
FBgn0025700	892.245	710.735	166.326	1044
FBgn0039811	514	332.685	0	0
FBgn0086447	408.11	226.892	43.7461	87.658
FBgn0000463	4781.36	4599.65	0.125042	5.08
FBgn0034748	1924	1742.28	19.0421	293
FBgn0042138	1252.28	1070.56	90.4319	855
FBgn0017556	1211.5	1029.78	0	0
FBgn0267423	640	458.622	0	0
FBgn0052843	3276.48	3094.76	0.053751	1.469
FBgn0250827	860	678.506	0.333767	2
FBgn0023536	2345	2163.28	3.55928	68
FBgn0263236	3111.03	2929.32	1.12098	28.999
FBgn0039379	1894	1712.28	42.7853	647
FBgn0263842	318	136.834	0	0
FBgn0259676	1753	1571.28	19.6732	273
FBgn0050005	887	705.494	35.6932	222.388
FBgn0036842	2788.09	2606.37	39.5341	910
FBgn0026718	1519.08	1337.36	4.31806	51.001
FBgn0034061	656	474.614	49.1466	206
FBgn0038877	2124	1942.28	36.6122	628.017
FBgn0262588	777	595.574	18.822	99
FBgn0264979	1381	1199.28	11.1411	118
FBgn0010772	3249.01	3067.29	31.0461	841
FBgn0034127	2103	1921.28	0.353611	6
FBgn0261850	2797	2615.28	25.7611	595
FBgn0037853	1642	1460.28	105.92	1366
FBgn0038851	978	796.43	2.1326	15
FBgn0083942	556	374.668	0	0
FBgn0004915	1412.3	1230.58	45.6516	496.136
FBgn0265630	6015.8	5834.08	26.1434	1347
FBgn0034870	870	688.498	0.164461	1
FBgn0036483	4063.1	3881.39	9.18947	315
FBgn0026869	6323.4	6141.68	30.944	1678.4
FBgn0051404	981	799.428	0	0
FBgn0050446	2303	2121.28	0.320272	6
FBgn0033020	669.473	488.086	0.231991	1
FBgn0036450	2644	2462.28	42.9972	935
FBgn0085479	1472	1290.28	0.263271	3
FBgn0037045	1081	899.284	12.0876	96
FBgn0030114	2654.21	2472.49	39.2933	858.001
FBgn0046685	2895	2713.28	48.3259	1158
FBgn0031951	1176.71	994.991	32.1688	282.675
FBgn0030310	741.513	560.094	425.153	2103
FBgn0032251	1034.39	852.67	10.4909	79
FBgn0036009	1497	1315.28	0.086089	1
FBgn0039266	1547.68	1365.97	56.4512	680.999
FBgn0034194	1754.82	1573.1	26.6324	370
FBgn0004554	569.5	388.165	0	0
FBgn0003360	1714.91	1533.19	47.2542	639.836
FBgn0030320	3600.84	3419.12	20.8307	628.999
FBgn0261639	849	667.531	6.26762	36.949
FBgn0030812	4530.02	4348.3	41.299	1585.96
FBgn0052091	2967	2785.28	1.38222	34
FBgn0039183	3133.27	2951.56	32.9098	857.848
FBgn0000299	5698.28	5516.57	1067.77	52021
FBgn0004892	2611	2429.28	0.046611	1
FBgn0038602	615	433.65	0.261112	1
FBgn0037260	1785	1603.28	0.91812	13
FBgn0052668	2676	2494.28	0.680945	15
FBgn0001250	5702.3	5520.59	0.780622	38.06
FBgn0036795	1548	1366.28	0	0
FBgn0015321	1146.97	965.256	68.39	583
FBgn0030202	348	166.821	0	0
FBgn0030244	967.414	785.852	2.16131	15
FBgn0039501	2472	2290.28	7.5643	153
FBgn0038127	935	753.481	0	0
FBgn0003129	2566	2384.28	0.047491	1
FBgn0033100	547.828	366.497	41.4	134
FBgn0030832	708	526.605	0	0
FBgn0264738	1067	885.284	0	0
FBgn0036302	2212.78	2031.06	63.8892	1146
FBgn0011205	1944.1	1762.39	58.5188	910.815
FBgn0028700	1278.15	1096.43	37.5148	363.261
FBgn0039927	3409.9	3228.19	6.66944	190.144
FBgn0038079	689.71	508.311	0.44552	2
FBgn0040066	1650.11	1468.4	56.2148	729
FBgn0030833	3835.36	3653.65	3.65698	118
FBgn0036656	1426.34	1244.62	1.10895	12.19
FBgn0053531	4551.69	4369.97	0.103645	4
FBgn0033982	3104.48	2922.77	0.516841	13.341
FBgn0085237	380	198.81	0	0
FBgn0052086	1524	1342.28	0	0
FBgn0284247	12280.5	12098.8	0	0
FBgn0039434	1030	848.284	0.133483	1
FBgn0051933	2076	1894.28	0	0
FBgn0038830	670	488.613	18.3075	79
FBgn0035294	1682	1500.28	80.8322	1071.01
FBgn0040793	417	235.771	511.478	1065
FBgn0014179	2025.98	1844.27	0.184189	3
FBgn0031145	829.026	647.594	283.553	1621.7
FBgn0033234	1977.27	1795.55	0.827229	13.118
FBgn0040343	579.923	398.574	0.284091	1
FBgn0050491	1217.8	1036.08	3.96505	36.281
FBgn0034420	3250.14	3068.42	123.917	3358
FBgn0054008	715	533.603	6.8024	32.056
FBgn0037297	1594.09	1412.37	21.4057	267.001
FBgn0031725	2617.81	2436.09	0.04648	1
FBgn0039307	1248	1066.28	0	0
FBgn0035435	1103	921.284	9.95538	81
FBgn0013810	12202	12020.3	3.59845	382
FBgn0003963	4700.29	4518.57	80.9659	3231
FBgn0030494	858	676.508	0.167376	1
FBgn0039055	3473	3291.28	28.5892	831
FBgn0040308	1040.67	858.957	90.8268	689.001
FBgn0039620	2274	2092.28	1.35296	25
FBgn0015765	1453.59	1271.88	20.2982	228
FBgn0031270	686.783	505.393	6.27328	28
FBgn0029795	1576.99	1395.27	0.89269	11
FBgn0030049	4105.37	3923.65	63.9776	2216.93
FBgn0052702	11349	11167.3	6.15471	607
FBgn0032938	3687.44	3505.73	43.5713	1349
FBgn0037760	4638.98	4457.26	33.787	1330
FBgn0259832	474	292.718	13.9258	36
FBgn0020440	4551.85	4370.13	14.8725	574.001
FBgn0004590	639	457.623	0	0
FBgn0024941	3599.78	3418.06	0.066255	2
FBgn0035084	1479.42	1297.71	7.3294	84
FBgn0038752	2194	2012.28	0	0
FBgn0051643	2890	2708.28	0	0
FBgn0030746	3778.83	3597.11	0.78696	25.001
FBgn0015714	1563.62	1381.9	63.1625	770.852
FBgn0037506	1426	1244.28	0.273004	3
FBgn0266977	516	334.684	0	0
FBgn0035077	1165	983.284	0.54535	4.736
FBgn0053109	1025	843.284	0.134274	1
FBgn0002933	523	341.68	0	0
FBgn0085331	825	643.543	0	0
FBgn0261584	1689.41	1507.7	2.92898	39
FBgn0033362	2188.4	2006.69	3.78061	67
FBgn0030575	1409.71	1227.99	4.426	48
FBgn0015572	1749	1567.28	0.577975	8
FBgn0013276	2375	2193.28	12.3023	238.296
FBgn0032613	2123	1941.28	21.2314	364
FBgn0036225	1146	964.284	0	0
FBgn0052208	514	332.685	0.009011	0.026
FBgn0017567	819	637.545	168.902	951
FBgn0014388	3416.48	3234.77	586.019	16741.3
FBgn0046763	1934	1752.28	90.1012	1394.34
FBgn0037061	627	445.634	22.36	88
FBgn0030941	2416.57	2234.86	55.986	1105
FBgn0029809	1433	1251.28	0.090492	1
FBgn0053120	2301	2119.28	1.2823	24
FBgn0015614	1262.5	1080.78	82.0919	783.561
FBgn0033498	1268	1086.28	0.104237	1
FBgn0022224	396	214.796	41.6455	79
FBgn0033729	794.5	612.978	0	0
FBgn0260453	1568.84	1387.12	0.571413	7
FBgn0039160	1362	1180.28	68.5759	714.812
FBgn0032750	1371	1189.28	11.4252	120
FBgn0262738	7035.68	6853.96	17.5056	1059.63
FBgn0033979	1744.49	1562.77	0.655865	9.052
FBgn0032651	1360	1178.28	0	0
FBgn0050376	941	759.479	0	0
FBgn0039495	1455	1273.28	0.266786	3
FBgn0041105	2454	2272.28	0.199326	4
