Name	Length	EffectiveLength	TPM	NumReads
FBgn0267863	274	103.597	0	0
FBgn0052034	74	25.301	0	0
FBgn0262795	735	564.335	0	0
FBgn0261856	450	279.476	0.427749	1
FBgn0051485	73	24.886	0	0
FBgn0267610	864	693.25	0	0
FBgn0262851	1188	1017.02	5.79268	49.28
FBgn0053416	143	39.292	0	0
FBgn0267520	357	186.552	2.83078	4.417
FBgn0085765	30	11.093	0	0
FBgn0267424	659	488.365	0	0
FBgn0030116	1305	1134.02	0	0
FBgn0031135	363	192.548	0.620863	1
FBgn0263213	224	53.644	0	0
FBgn0267878	266	95.602	0	0
FBgn0058441	177	16.302	0	0
FBgn0267864	485	314.464	0	0
FBgn0085500	687	516.358	0.000264	0.001
FBgn0085784	479	308.466	0.001874	0.005
FBgn0262848	1188	1017.02	16.082	136.815
FBgn0063924	307	136.572	0.000564	0.001
FBgn0262616	554	383.415	0.311792	1
FBgn0267891	718	547.346	0.000814	0.004
FBgn0053491	369	198.546	9.78123	16.245
FBgn0050374	600	429.405	0.278399	1
FBtr0347034	740	569.332	0	0
FBgn0267898	414	243.502	0.000466	0.001
FBgn0260469	924.037	753.277	0.419435	2.643
FBgn0267874	253	82.609	0	0
FBgn0030243	4726.95	4555.96	37.7037	1436.91
FBgn0032269	1867	1696.02	0	0
FBgn0266369	2930	2759.02	17.0717	394
FBgn0032596	775.689	605.007	150.962	764
FBgn0033770	666.1	495.467	0.241279	1
FBgn0259237	2786	2615.02	0	0
FBgn0013685	525	354.433	0	0
FBgn0031021	768	597.321	72.1964	360.736
FBgn0033491	3329	3158.02	6.58671	174
FBgn0051141	961	790.213	0.151283	1
FBgn0284082	778	607.317	0.196842	1
FBgn0036396	1352	1181.02	7.08559	70
FBgn0036641	885.247	714.484	25.265	151
FBgn0027594	4492.94	4321.96	162.337	5869
FBgn0261954	7896.03	7725.05	42.4636	2744
FBgn0029987	639	468.375	0.255235	1
FBgn0031660	1140.23	969.247	131.479	1066
FBgn0038619	939.877	769.115	21.2943	137
FBgn0001341	3680	3509.02	7.49499	220
FBgn0037541	7048.73	6877.75	25.1261	1445.56
FBgn0016701	1124.89	953.999	65.6624	524
FBgn0039110	1769.5	1598.52	53.8683	720.307
FBgn0038839	2837.5	2666.52	0	0
FBgn0264307	3661.07	3490.09	9.24584	269.929
FBgn0263355	3593.59	3422.61	43.7345	1252.12
FBgn0032482	2180.4	2009.42	184.307	3097.98
FBgn0050082	843	672.271	0.355647	2
FBgn0033698	5896	5725.02	16.1412	773
FBgn0032240	530	359.425	140.372	422.041
FBgn0029925	1070	899.017	23.2704	175
FBgn0039017	1757	1586.02	6.33148	84
FBgn0259711	908	737.241	9.56701	59
FBgn0051140	5817.44	5646.46	5.94954	281.011
FBgn0036813	1221	1050.02	46.4513	408
FBgn0004379	2923.47	2752.49	20.8473	480
FBgn0036158	782	611.311	0	0
FBgn0031816	2037.1	1866.12	6.98266	109
FBgn0034923	1676.2	1505.22	23.032	290
FBgn0039582	1151	980.017	0	0
FBgn0051635	6337.44	6166.45	9.66375	498.479
FBgn0263117	5200.04	5029.05	0.057734	2.429
FBgn0030259	717	546.346	0	0
FBgn0029858	1970.73	1799.75	10.0693	151.593
FBgn0260745	2899.1	2728.11	232.07	5296
FBgn0015791	1157.03	986.051	115.66	954
FBgn0051453	1609.53	1438.55	46.7862	563
FBgn0025574	1987.83	1816.84	15.1337	230
FBgn0039637	3172.43	3001.44	102.72	2579
FBgn0023095	4717.42	4546.44	1.52507	58
FBgn0014022	1444	1273.02	14.6496	156
FBgn0035134	1243	1072.02	0.446059	4
FBgn0044826	3594.86	3423.88	62.0444	1777
FBgn0030937	1405	1234.02	0	0
FBgn0085213	715	544.347	0.219613	1
FBgn0039875	2423.72	2252.73	62.1414	1171
FBgn0037736	3968.28	3797.3	0.031482	1
FBgn0024732	2153	1982.02	16.1645	268
FBgn0053700	1116	945.017	0	0
FBgn0260747	1000.37	829.532	239.515	1662
FBgn0038011	1767	1596.02	0	0
FBgn0066365	2782.43	2611.45	0.183111	4
FBgn0039863	5856.68	5685.69	30.5293	1452
FBgn0037721	826.928	656.208	0.728706	4
FBgn0036459	2408	2237.02	0	0
FBgn0038291	1731	1560.02	16.4757	215
FBgn0001114	3261.49	3090.51	1251.15	32345
FBgn0262894	324	153.566	0	0
FBgn0015772	4885.71	4714.72	13.7658	542.903
FBgn0030873	1720.92	1549.93	88.1592	1143
FBgn0086675	7282.81	7111.82	0.145509	8.656
FBgn0038223	4283.11	4112.13	8.97417	308.694
FBgn0027081	2318.97	2147.99	207.051	3720.28
FBgn0043458	3248.03	3077.04	53.2028	1369.41
FBgn0262010	471	300.469	0.397864	1
FBgn0259963	337	166.559	0	0
FBgn0010238	2156	1985.02	74.0755	1230
FBgn0034184	3164.31	2993.33	26.9977	676
FBgn0000018	1794	1623.02	21.655	294
FBgn0032809	910	739.241	0.970284	6
FBgn0036605	513	342.444	0.349096	1
FBgn0052280	1132.85	961.868	29.0827	234
FBgn0000055	1170.84	999.858	0.559223	4.677
FBgn0033657	3918	3747.02	0.095713	3
FBgn0035421	1684	1513.02	16.4344	208
FBgn0030666	1623.18	1452.2	1.57351	19.114
FBgn0011202	4185.56	4014.58	32.0112	1075
FBgn0050091	1681	1510.02	0	0
FBgn0033260	3377.32	3206.33	30.5731	820
FBgn0283427	8581.12	8410.14	602.694	42400
FBgn0033740	2222.26	2051.28	17.7167	304
FBgn0011725	2808.23	2637.25	25.1934	555.781
FBgn0034377	761	590.326	0	0
FBgn0284248	680.99	510.351	784.477	3349
FBgn0040674	982	811.18	0.203523	1.381
FBgn0036323	1637	1466.02	0	0
FBgn0038260	1973	1802.02	3.05164	46
FBgn0034617	1987	1816.02	7.83359	119
FBgn0262018	7549.51	7378.53	0.032403	2
FBgn0031873	840	669.275	19.6482	110
FBgn0032366	866	695.249	0	0
FBgn0035241	4514.67	4343.69	0.963259	35
FBgn0260049	2268.62	2097.64	132.389	2323
FBgn0015558	4364.77	4193.78	0.884105	31.014
FBgn0267875	162	11.291	0	0
FBgn0003870	4255.57	4084.59	32.282	1103
FBgn0053061	1278	1107.02	0	0
FBgn0041181	4928	4757.02	0.050261	2
FBgn0039778	933	762.24	0	0
FBgn0014455	1599.83	1428.85	221.193	2643.78
FBgn0030462	934.86	764.084	0.312912	2
FBgn0051832	762	591.325	0.202166	1
FBgn0000259	1484.74	1313.84	119.734	1315.91
FBgn0261581	717.5	546.843	0	0
FBgn0039271	836	665.278	10.4222	58
FBgn0031463	1194	1023.02	0	0
FBgn0014006	4634.08	4463.1	25.2854	944
FBgn0037150	1456	1285.02	13.1173	141
FBgn0030294	1628	1457.02	15.0148	183
FBgn0036039	1968.64	1797.66	13.3666	201
FBgn0029676	2021.93	1850.95	49.499	766.402
FBgn0037475	1444.5	1273.52	0	0
FBgn0052076	1529	1358.02	25.9687	295
FBgn0058354	1400	1229.02	3.29649	33.89
FBgn0033738	3625.06	3454.08	28.6917	829
FBgn0064126	1583.12	1412.13	34.5943	408.645
FBgn0039115	970	799.193	16.2161	108.409
FBgn0010356	2362	2191.02	16.6413	305
FBgn0051100	2578	2407.02	0.099331	2
FBgn0263249	318	147.568	0	0
FBgn0039635	1187.38	1016.48	178.764	1520
FBgn0050010	742.664	571.993	3.55297	17
FBgn0034495	1429	1258.02	15.2486	160.466
FBgn0005617	3840.62	3669.64	30.0034	921
FBgn0030703	1449.6	1278.61	117.992	1262
FBgn0036574	4083.08	3912.1	16.2856	532.94
FBgn0038742	1418	1247.02	69.8858	729
FBgn0003162	1643.36	1472.37	4.70917	58
FBgn0046999	672	501.363	0	0
FBgn0037345	831	660.279	13.76	76
FBgn0037050	1522.97	1351.99	9.10746	103
FBgn0029783	1118.73	947.743	10.5955	84.001
FBgn0261269	3725.82	3554.83	3.83371	114
FBgn0264270	2303.67	2132.69	34.4842	615.197
FBgn0259822	4848.85	4677.86	0.104668	4.096
FBgn0034035	1562	1391.02	28.0168	326
FBgn0039270	868	697.248	13.0305	76
FBgn0031626	1990	1819.02	0	0
FBgn0051324	1972.07	1801.08	37.8706	570.561
FBgn0260858	1469	1298.02	47.9834	521
FBgn0031874	1706.61	1535.63	7.40369	95.104
FBgn0262719	7923.31	7752.33	0.354674	23
FBgn0082831	6728.68	6557.7	24.7453	1357.41
FBgn0259239	3209.5	3038.52	0.078687	2
FBgn0036146	755	584.329	3.88714	19
FBgn0035073	3322	3151.02	11.2299	296
FBgn0020371	789	618.308	0	0
FBgn0032845	1537.63	1366.64	8.48498	97
FBgn0283651	4381.66	4210.67	1.19257	42.005
FBgn0267824	2632	2461.02	45.0783	928
FBgn0069973	901.819	731.053	18.9689	116
FBgn0036301	1709	1538.02	18.6545	240
FBgn0265048	4744	4573.02	184.612	7062
FBgn0261057	237.5	67.132	0	0
FBgn0052564	1448	1277.02	0	0
FBgn0030797	1019.47	848.691	14.8094	105.137
FBgn0001296	2198.19	2027.2	2.94854	50
FBgn0259972	1093	922.017	0.005085	0.039
FBgn0053986	871	700.245	0	0
FBgn0032435	2743	2572.02	0.092959	2
FBgn0033905	1172.71	1001.73	15.9915	134
FBgn0029539	639.5	468.875	0	0
FBgn0030502	2958.49	2787.5	77.7957	1814
FBgn0032554	1230	1059.12	0	0
FBgn0036410	2248	2077.02	0.460452	8
FBgn0025390	6226.55	6055.57	2.33209	118.132
FBgn0038394	1047	876.017	0.691644	5.068
FBgn0029715	1081.99	911.003	61.5441	469
FBgn0034911	6361	6190.02	0.096563	5
FBgn0026063	2066	1895.02	0.609742	9.666
FBgn0032375	787.608	616.919	0.193778	1
FBgn0033665	1878	1707.02	11.2751	161
FBgn0085380	3223	3052.02	0	0
FBgn0037493	813	642.293	0	0
FBgn0053701	315	144.57	0	0
FBgn0032189	1259	1088.02	14.5035	132
FBgn0033726	683	512.359	0	0
FBgn0037526	2110.27	1939.29	7.45496	120.936
FBgn0028902	2094.43	1923.45	0.124303	2
FBgn0050289	1164	993.017	0.120386	1
FBgn0038131	1100	929.017	0.016687	0.13
FBgn0004910	2001.4	1830.47	0.130617	2
FBgn0037715	1039.66	868.675	26.2851	191.001
FBgn0038151	1571	1400.02	0	0
FBgn0005391	1584.5	1413.52	0	0
FBgn0265416	5009.34	4838.35	0.168837	6.833
FBgn0033115	1324.22	1153.24	11.921	115
FBgn0029587	2609.51	2438.52	1.37386	28.024
FBgn0034300	5047.13	4876.14	11.866	484
FBgn0265464	2788	2617.02	4.47665	98
FBgn0036112	761	590.326	0	0
FBgn0262730	7948.77	7777.79	19.895	1294.39
FBgn0262512	659	488.365	76.3738	312
FBgn0015279	4403.83	4232.85	49.876	1766
FBgn0039831	2803	2632.01	62.7937	1382.52
FBgn0261673	1943.39	1772.41	0.539585	8.002
FBgn0026570	1233.92	1062.94	38.1263	339
FBgn0031574	3462.01	3291.02	6.39316	176
FBgn0036761	1779.57	1608.59	49.5696	667
FBgn0085385	4898.55	4727.57	0.033195	1.312
FBgn0027296	2019.53	1848.54	8.60113	133
FBgn0033259	2863	2692.02	31.1741	702
FBgn0033616	1893	1722.02	10.3439	149
FBgn0030224	1034	863.017	0.138521	1
FBgn0016685	914.921	744.161	303.298	1888
FBgn0003888	2516.71	2345.73	213.309	4185.56
FBgn0025381	2152.59	1981.61	319.357	5293.71
FBgn0052667	368	197.547	1.2103	2
FBgn0031771	1554.67	1383.69	133.914	1550
FBgn0042133	1168	997.017	6.35488	53
FBgn0028546	1070.68	899.692	79.5915	599
FBgn0037620	1159	988.017	1.45195	12
FBgn0086710	477.314	306.781	3455.29	8867.04
FBgn0036028	1427	1256.02	8.94677	94
FBgn0000046	1697.29	1526.31	1.07409	13.713
FBgn0034568	3415.98	3244.99	0.1842	5
FBgn0035464	2239.67	2068.69	42.5898	737
FBgn0032331	1716	1545.02	0.232125	3
FBgn0261380	1356	1185.02	23.2026	230
FBgn0039196	1506	1335.02	0	0
FBgn0051683	1896.45	1725.46	1.65761	23.925
FBgn0011754	2674.42	2503.43	19.4353	407
FBgn0003250	1349	1178.02	0.202961	2
FBgn0028872	1850.33	1679.35	0	0
FBgn0003975	3463	3292.02	0.072628	2
FBgn0040751	379	208.542	18.3439	32
FBgn0039958	2029.89	1858.91	28.6036	444.778
FBgn0034201	1441.5	1270.75	0	0
FBgn0032390	847.212	676.481	51.7781	293
FBgn0031144	1981.5	1810.51	33.6746	510
FBgn0037481	943	772.233	18.1122	117
FBgn0033457	1055.69	884.712	23.7818	176
FBgn0037974	1216.97	1045.99	27.3108	238.961
FBgn0038033	1754	1583.02	0	0
FBgn0029689	2699	2528.02	11.1128	235
FBgn0036784	2074	1903.02	0	0
FBgn0085458	750	579.329	0	0
FBgn0033787	1141.53	970.544	5.29648	43
FBgn0031955	5710.37	5539.38	0.366878	17
FBgn0054011	1090	919.017	0	0
FBgn0051092	3924.62	3753.64	1.17157	36.786
FBgn0003218	4989.69	4818.71	14.5128	584.99
FBgn0029687	2573.54	2402.56	64.6456	1299.21
FBgn0033460	4650.93	4479.95	46.0576	1726
FBgn0039664	1385.41	1214.43	7.24039	73.553
FBgn0037802	1114	943.017	7.09908	56
FBgn0014002	2080.55	1909.57	748.334	11953.6
FBgn0051454	1736	1565.02	0.152772	2
FBgn0046886	1227	1056.02	0	0
FBgn0261060	329	158.564	0	0
FBgn0039349	1861.11	1690.13	21.0074	297
FBgn0036230	922.5	751.74	0	0
FBgn0085599	1023	852.017	8.38212	59.74
FBgn0030292	477	306.467	56.9513	146
FBgn0039132	1022.61	851.735	55.8615	398.001
FBgn0032790	1215	1044.02	12.9391	113
FBgn0029996	2535.55	2364.57	48.3326	956
FBgn0264830	262	91.604	0	0
FBgn0083972	706	535.354	3.12623	14
FBgn0052221	1606	1435.02	9.24698	111
FBgn0061209	595	424.406	0.112237	0.398
FBgn0019938	5078	4907.02	30.0873	1235
FBgn0029920	757	586.327	0.003205	0.016
FBgn0259728	885	714.242	6.05	36.147
FBgn0052732	2189	2018.02	13.0268	219.901
FBgn0030164	1289.75	1118.77	0	0
FBgn0033785	1902.04	1731.06	6.2844	91
FBgn0250839	1099	928.017	0.128818	1
FBgn0267887	453	282.475	0.000139	0
FBgn0267365	936	765.24	19.9961	128
FBgn0032150	1070.46	899.507	5.71476	43
FBgn0035360	1685.82	1514.83	1.65725	21
FBgn0035833	3722	3551.02	13.8027	410
FBgn0034849	774.583	603.902	48.6322	245.672
FBgn0035041	2875.31	2704.33	0.08841	2
FBgn0037067	876	705.244	0.16951	1
FBgn0263197	5998.32	5827.34	68.2316	3326
FBgn0033724	654.147	483.51	20.0269	81
FBgn0265201	476	305.467	0.832888	2.128
FBgn0031690	1705.32	1534.34	0.545395	6.999
FBgn0035009	576	405.409	0	0
FBgn0052601	967	796.199	0.481456	3.207
FBgn0033996	1959.17	1788.19	16.847	251.999
FBgn0034437	2768	2597.02	0.046032	1
FBgn0031247	748	577.33	20.2451	97.771
FBgn0039552	649	478.37	0	0
FBgn0030990	2067.85	1896.86	116.781	1853
FBgn0015925	2001.28	1830.3	27.9547	428
FBgn0029959	1181.57	1010.59	32.8854	278
FBgn0001276	727	556.341	24.711	115
FBgn0036277	437	266.482	99.1421	221
FBgn0052643	548	377.418	0.316747	1
FBgn0263782	3818	3647.02	10.3582	316
FBgn0035695	4220.15	4049.17	0.177142	6
FBgn0034138	627.191	456.578	3901	14899
FBgn0035997	3199.8	3028.81	22.9712	582
FBgn0028541	2464.54	2293.56	60.7747	1166
FBgn0053666	666	495.364	0	0
FBgn0051860	2260.5	2089.52	0	0
FBgn0035312	1183	1012.02	24.7633	209.635
FBgn0036236	1075	904.017	0.133127	1.007
FBgn0259735	6368.74	6197.76	119.198	6179.75
FBgn0037094	3104.47	2933.48	41.7709	1025
FBgn0051953	715	544.347	0.469002	2.136
FBgn0029523	2309	2138.02	0.731523	13.083
FBgn0035374	1144	973.017	59.0961	481
FBgn0034514	440	269.481	0	0
FBgn0038934	4894.07	4723.08	0.152646	6.031
FBgn0036360	2534	2363.02	0.05059	1
FBgn0014465	2092.01	1921.02	0.374419	6.016
FBgn0038471	1102	931.017	24.1398	188
FBgn0038047	1623	1452.02	2.88158	35
FBgn0064237	1495	1324.02	0	0
FBgn0032036	2397.04	2226.06	343.752	6401
FBgn0038207	740	569.332	0.209975	1
FBgn0259821	4508.12	4337.13	1.81918	66.001
FBgn0032084	1448.05	1277.07	1.12331	12
FBgn0014427	1176	1005.02	13.917	117
FBgn0031257	2621.85	2450.87	45.46	932
FBgn0041094	2278.37	2107.39	75.3239	1327.83
FBgn0033988	2216	2045.02	29.8716	511
FBgn0001986	3585	3414.02	37.8174	1080
FBgn0032078	1997.25	1826.26	194.283	2968
FBgn0038551	1645	1474.02	29.1967	360
FBgn0000808	1991.6	1820.62	7.41981	112.999
FBgn0036895	3746	3575.02	0.033439	1
FBgn0266455	280	109.592	0	0
FBgn0031575	2764.05	2593.06	10.8801	236
FBgn0033880	1145	974.017	4.05025	33
FBgn0051661	1341	1170.02	0	0
FBgn0283476	12442	12271	0.068195	7
FBgn0032882	1961	1790.02	32.9118	492.804
FBgn0025700	891.32	720.56	118.955	717
FBgn0039811	514	343.443	0	0
FBgn0086447	407.052	236.56	31.2818	61.902
FBgn0000463	4337.7	4166.72	0.05738	2.001
FBgn0034748	1924	1753.02	17.8669	262
FBgn0042138	1245.66	1074.68	96.5552	868.001
FBgn0017556	1210.81	1039.83	0.000124	0.002
FBgn0267423	640	469.374	0	0
FBgn0052843	3276.5	3105.52	0	0
FBgn0250827	860	689.252	0	0
FBgn0023536	2345	2174.02	3.07935	56
FBgn0263236	3130.34	2959.36	1.13108	27.999
FBgn0039379	1894	1723.02	33.3032	480
FBgn0263842	318	147.568	0	0
FBgn0259676	1753	1582.02	24.2565	321
FBgn0050005	887	716.242	30.3014	181.547
FBgn0036842	2803.98	2633	32.8263	723
FBgn0026718	1558.37	1387.39	5.08379	59
FBgn0034061	656	485.366	39.408	160
FBgn0038877	2124	1953.02	52.9816	865.559
FBgn0262588	777	606.318	18.3365	93
FBgn0264979	1362.53	1191.55	14.2466	142
FBgn0010772	3248.4	3077.42	31.8926	821
FBgn0034127	2103	1932.02	1.48503	24
FBgn0261850	2797	2626.02	20.1214	442
FBgn0037853	1642	1471.02	81.3486	1001
FBgn0038851	978	807.183	2.22153	15
FBgn0083942	556	385.415	0	0
FBgn0004915	1413.11	1242.12	38.4203	399.201
FBgn0265630	6017.04	5846.05	25.2545	1235
FBgn0034870	870	699.246	0.170964	1
FBgn0036483	4064.45	3893.46	7.46112	243
FBgn0026869	6323.14	6152.15	28.8963	1487.08
FBgn0051404	981	810.181	0.147554	1
FBgn0050446	2303	2132.02	0.33643	6
FBgn0033020	669.5	498.863	0	0
FBgn0036450	2644	2473.02	36.0617	746
FBgn0085479	1472	1301.02	0.091886	1
FBgn0037045	1081	910.017	8.14472	62
FBgn0030114	2710.06	2539.07	42.7037	907
FBgn0046685	2895	2724.02	40.6383	926
FBgn0031951	1147.9	976.919	30.8055	251.74
FBgn0030310	738.968	568.296	371.072	1764
FBgn0032251	1034.69	863.71	10.6575	77
FBgn0036009	1497	1326.02	0	0
FBgn0039266	1512.14	1341.16	47.6879	535
FBgn0034194	1755.42	1584.44	22.9367	304
FBgn0004554	562.123	391.537	0.305324	1
FBgn0003360	1636.94	1465.96	388.45	4763.45
FBgn0030320	3584.5	3413.52	16.6701	476.001
FBgn0261639	849	678.264	9.62892	54.631
FBgn0030812	4531.46	4360.47	40.4657	1476
FBgn0052091	2967	2796.02	1.02614	24
FBgn0039183	3121.65	2950.67	28.4819	703
FBgn0000299	5697.87	5526.89	620.082	28667.9
FBgn0004892	2611	2440.02	0.048994	1
FBgn0038602	615	444.399	0	0
FBgn0037260	1785	1614.02	0.814739	11
FBgn0052668	2676	2505.02	0.76356	16
FBgn0001250	5721.51	5550.53	0.732283	34.001
FBgn0036795	1548	1377.02	0	0
FBgn0015321	1154.38	983.395	50.8139	418.001
FBgn0030202	348	177.555	0	0
FBgn0030244	983.337	812.452	0.294283	2
FBgn0039501	2472	2301.02	6.44222	124
FBgn0038127	935	764.24	0	0
FBgn0003129	2566	2395.02	0.099829	2
FBgn0033100	561.157	390.569	37.3419	122
FBgn0030832	708	537.352	0	0
FBgn0264738	1067	896.017	0	0
FBgn0036302	2190.61	2019.63	62.4476	1055
FBgn0011205	1974.25	1803.27	53.5712	808.086
FBgn0028700	1278.45	1107.47	35.1781	325.889
FBgn0039927	3417.09	3246.11	5.01202	136.095
FBgn0038079	719.667	549.002	0	0
FBgn0040066	1648.82	1477.83	57.0338	705.057
FBgn0030833	3916.49	3745.5	3.7343	117
FBgn0036656	1395.72	1224.75	1.25774	12.885
FBgn0053531	4324.94	4153.96	0.316566	10.999
FBgn0033982	2977.2	2806.21	0.511127	11.998
FBgn0085237	380	209.541	0	0
FBgn0052086	1524	1353.02	0	0
FBgn0284247	12280.5	12109.5	0	0
FBgn0039434	1030	859.017	0	0
FBgn0051933	2076	1905.02	0	0
FBgn0038830	670	499.364	19.3924	81.006
FBgn0035294	1682	1511.02	73.2394	925.722
FBgn0040793	417	246.499	448.116	924
FBgn0014179	2042	1871.02	0	0
FBgn0031145	835.648	664.958	272.418	1515.29
FBgn0033234	2141.06	1970.08	0.994605	16.391
FBgn0040343	531.46	360.895	0.662495	2
FBgn0050491	1168.21	997.23	2.5526	21.294
FBgn0034420	3273.27	3102.29	119.381	3098
FBgn0054008	715	544.347	4.64258	21.14
FBgn0037297	1605.69	1434.71	19.4145	233
FBgn0031725	2661.5	2490.52	0	0
FBgn0039307	1248	1077.02	0	0
FBgn0035435	1103	932.017	7.69593	60
FBgn0013810	12202	12031	2.94119	296
FBgn0003963	4652.62	4481.64	65.2726	2447
FBgn0030494	858	687.254	0.521841	3
FBgn0039055	3473	3302.02	28.42	785
FBgn0040308	1034.16	863.174	65.7853	475
FBgn0039620	2274	2103.02	1.59166	28
FBgn0015765	1458.41	1287.42	16.9928	183
FBgn0031270	744.482	573.815	4.58337	22
FBgn0029795	1636.09	1465.11	0.897545	11
FBgn0030049	4141.12	3970.14	60.5235	2010
FBgn0052702	11349	11178	4.93026	461
FBgn0032938	3265.81	3094.83	37.855	980.001
FBgn0037760	4596.8	4425.81	36.0597	1335
FBgn0259832	474	303.468	9.84831	25
FBgn0020440	4593.22	4422.24	13.2461	490
FBgn0004590	639	468.375	0	0
FBgn0024941	3667.24	3496.26	0.034192	1
FBgn0035084	1324.36	1153.37	13.1891	127.248
FBgn0038752	2194	2023.02	0	0
FBgn0051643	2938	2767.02	7.9e-05	0.002
FBgn0030746	3764.07	3593.08	0.865047	26
FBgn0015714	1551.7	1380.71	81.935	946.323
FBgn0037506	1426	1255.02	0.476271	5
FBgn0266977	516	345.442	0	0
FBgn0035077	1165	994.017	0.06446	0.536
FBgn0053109	1025	854.017	0.13998	1
FBgn0002933	523	352.436	0	0
FBgn0085331	825	654.283	0	0
FBgn0261584	1711.24	1540.26	11.7973	152
FBgn0033362	2061.41	1890.43	7.7782	123
FBgn0030575	1383.74	1212.76	3.45006	35
FBgn0015572	1749	1578.02	0.454541	6
FBgn0013276	2375	2204.02	8.1254	149.805
FBgn0032613	2123	1952.02	20.2711	331
FBgn0036225	1146	975.017	0	0
FBgn0052208	514	343.443	0.009052	0.026
FBgn0017567	819	648.288	160.983	873
FBgn0014388	3434.86	3263.87	589.197	16086.4
FBgn0046763	1934	1763.02	101.169	1492
FBgn0037061	627	456.388	23.5699	89.982
FBgn0030941	2416.31	2245.32	55.2121	1037
FBgn0029809	1433	1262.02	0	0
FBgn0053120	2301	2130.02	1.23473	22
FBgn0015614	1239.86	1068.88	78.6308	703.053
FBgn0033498	1268	1097.02	0.217947	2
FBgn0022224	396	225.521	37.1061	70
FBgn0033729	794.5	623.72	0	0
FBgn0260453	1765.8	1594.81	0.299835	4
FBgn0039160	1362	1191.02	62.3989	621.672
FBgn0032750	1371	1200.02	7.4715	75
FBgn0262738	7053.77	6882.79	15.2005	875.163
FBgn0033979	1733.12	1562.14	0.612216	8
FBgn0032651	1360	1189.02	0	0
FBgn0050376	941	770.237	0	0
FBgn0039495	1455	1284.02	0.372412	4
FBgn0041105	2454	2283.02	0.104726	2
