Name	Length	EffectiveLength	TPM	NumReads
FBtr0075388	1505	1334.017	0.098774	1.102
FBtr0343534	2295	2124.017	0.050530	0.898
FBtr0086001	1762	1591.017	0.075138	1.000
FBtr0321315	1239	1068.017	0.000000	0.000
FBtr0333037	2846	2675.017	1.230519	27.535
FBtr0075724	2737	2566.017	2.745115	58.923
FBtr0075723	2084	1913.017	1.721123	27.542
FBtr0342770	3744	3573.017	9.313239	278.357
FBtr0070420	3766	3595.017	65.261820	1962.575
FBtr0342771	3838	3667.017	2.740653	84.068
FBtr0333323	2883	2712.017	0.709020	16.085
FBtr0333322	2930	2759.017	1.006098	23.220
FBtr0074137	2347	2176.017	3.861184	70.283
FBtr0074135	2386	2215.017	48.649728	901.412
FBtr0308136	1697	1526.017	0.036806	0.470
FBtr0080237	698	527.355	0.000000	0.000
FBtr0300638	3446	3275.017	0.000000	0.000
FBtr0073729	466	295.470	54.689461	135.171
FBtr0084836	743	572.332	23.811717	114.000
FBtr0082430	1248	1077.017	0.577235	5.200
FBtr0335211	1142	971.017	20.289114	164.800
FBtr0076857	1307	1136.017	0.947091	9.000
FBtr0300424	902	731.241	0.000000	0.000
FBtr0083860	1793	1622.017	1.372156	18.618
FBtr0302327	1744	1573.017	134.053191	1763.911
FBtr0083861	1877	1706.017	12.155656	173.471
FBtr0083086	1479	1308.017	17.172441	187.893
FBtr0334589	2552	2381.017	1.567460	31.219
FBtr0091874	595	424.406	1.315645	4.671
FBtr0073935	992	821.167	0.000000	0.000
FBtr0073300	818	647.289	0.000000	0.000
FBtr0073299	2460	2289.017	0.000000	0.000
FBtr0088841	1522	1351.017	1.820129	20.570
FBtr0088842	1468	1297.017	56.141731	609.113
FBtr0345599	2094	1923.017	0.159420	2.564
FBtr0070422	1749	1578.017	0.294706	3.890
FBtr0342772	681	510.361	0.013759	0.059
FBtr0070421	1547	1376.017	0.010245	0.118
FBtr0333023	2495	2324.017	0.065131	1.266
FBtr0075579	1678	1507.017	0.137538	1.734
FBtr0072248	2815	2644.017	0.064279	1.422
FBtr0345620	2931	2760.017	0.012549	0.290
FBtr0072247	2800	2629.017	0.013123	0.289
FBtr0072253	1306	1135.017	1.628991	15.466
FBtr0343432	1090	919.017	27.054934	207.987
FBtr0073127	1478	1307.017	0.227160	2.484
FBtr0073128	1471	1300.017	0.231402	2.516
FBtr0079458	1541	1370.017	0.003986	0.046
FBtr0079460	1595	1424.017	0.707734	8.430
FBtr0079462	1526	1355.017	0.004013	0.045
FBtr0079461	1505	1334.017	0.004050	0.045
FBtr0079459	1585	1414.017	0.712968	8.433
FBtr0081997	1156	985.017	51.203391	421.899
FBtr0081996	1257	1086.017	1.010575	9.181
FBtr0336761	1233	1062.017	7.420307	65.920
FBtr0336637	3026	2855.017	0.057765	1.380
FBtr0300693	1964	1793.017	0.000000	0.000
FBtr0336636	3290	3119.017	0.051258	1.337
FBtr0071797	3770	3599.017	0.042619	1.283
FBtr0336638	1523	1352.017	0.000000	0.000
FBtr0087382	5033	4862.017	20.405886	829.923
FBtr0339998	5235	5064.017	2.291678	97.077
FBtr0301478	2790	2619.017	24.015387	526.131
FBtr0089521	2653	2482.017	9.031744	187.518
FBtr0306351	2221	2050.017	2.036868	34.929
FBtr0306350	2503	2332.017	2.514431	49.050
FBtr0301477	4782	4611.017	0.917065	35.372
FBtr0300224	1562	1391.017	0.055298	0.643
FBtr0114515	1508	1337.017	0.058024	0.649
FBtr0087406	329	158.564	0.000000	0.000
FBtr0072888	2130	1959.017	0.000000	0.000
FBtr0085859	1170	999.017	0.478653	4.000
FBtr0334894	6412	6241.017	35.113842	1833.157
FBtr0084460	6624	6453.017	9.682005	522.630
FBtr0304567	3987	3816.017	6.334788	202.213
FBtr0070907	2510	2339.017	121.164255	2370.686
FBtr0070906	2636	2465.017	0.596952	12.309
FBtr0305911	1961	1790.017	6.585900	98.614
FBtr0289953	2161	1990.017	4.753365	79.127
FBtr0305910	2015	1844.017	3.452735	53.259
FBtr0088312	1656	1485.017	0.053152	0.660
FBtr0088313	2297	2126.017	0.134925	2.400
FBtr0088311	2351	2180.017	0.272914	4.977
FBtr0304592	2591	2420.017	0.195787	3.963
FBtr0088882	1935	1764.017	76.714521	1132.000
FBtr0079894	2382	2211.017	20.923002	386.974
FBtr0331635	2356	2185.017	6.962006	127.249
FBtr0345615	2623	2452.017	5.609561	115.058
FBtr0071338	3399	3228.017	183.317242	4950.000
FBtr0334508	4486	4315.017	0.015643	0.565
FBtr0085746	3506	3335.017	0.020379	0.569
FBtr0085085	1541	1370.017	38.151976	437.229
FBtr0085084	2075	1904.017	0.111186	1.771
FBtr0079304	905	734.241	0.162815	1.000
FBtr0079732	925	754.240	0.000000	0.000
FBtr0071108	3145	2974.017	9.171930	228.176
FBtr0340139	3231	3060.017	2.496564	63.905
FBtr0071107	3426	3255.017	33.690219	917.325
FBtr0340138	4238	4067.017	2.220147	75.531
FBtr0309839	4403	4232.017	1.387039	49.102
FBtr0309836	4378	4207.017	1.512371	53.223
FBtr0309837	3952	3781.017	3.584824	113.382
FBtr0073144	4107	3936.017	137.161725	4516.021
FBtr0309838	4006	3835.017	2.346388	75.272
FBtr0075152	2917	2746.017	25.554583	587.000
FBtr0300092	607	436.404	0.022864	0.083
FBtr0073892	1096	925.017	0.000000	0.000
FBtr0343143	1534	1363.017	0.087707	1.000
FBtr0332630	1663	1492.017	2.152746	26.868
FBtr0332631	1364	1193.017	47.112428	470.163
FBtr0332632	5997	5826.017	9.784651	476.851
FBtr0301268	1587	1416.017	0.337696	4.000
FBtr0085909	2020	1849.017	0.129307	2.000
FBtr0080763	2304	2133.017	18.494966	330.000
FBtr0086733	1297	1126.017	26.223213	247.000
FBtr0087262	852	681.262	149.506351	852.000
FBtr0303232	702	531.354	3.824712	17.000
FBtr0344155	6716	6545.017	6.068699	332.256
FBtr0070316	6065	5894.017	23.765262	1171.710
FBtr0344279	6745	6574.017	0.072738	4.000
FBtr0076133	3030	2859.017	0.125441	3.000
FBtr0082259	2901	2730.017	40.286209	920.000
FBtr0079708	1718	1547.017	35.733853	462.425
FBtr0330181	847	676.268	0.687357	3.888
FBtr0074894	650	479.369	112.748106	452.112
FBtr0082726	2913	2742.017	2.197444	50.403
FBtr0331429	2603	2432.017	2.118804	43.105
FBtr0331428	2948	2777.017	2.922413	67.887
FBtr0082727	2606	2435.017	2.624385	53.456
FBtr0301219	3098	2927.017	6.173287	151.150
FBtr0088166	1239	1068.017	0.111932	1.000
FBtr0310646	1830	1659.017	2.269502	31.495
FBtr0073730	1370	1199.017	174.829803	1753.505
FBtr0079724	633	462.380	3.280519	12.688
FBtr0346454	899	728.242	1.872325	11.406
FBtr0100541	611	440.402	6817.898405	25116.906
FBtr0343865	1567	1396.017	0.110496	1.290
FBtr0079324	1294	1123.017	0.181994	1.710
FBtr0079598	1156	985.017	49.056754	404.211
FBtr0081220	1093	922.017	0.580148	4.474
FBtr0300823	1159	988.017	0.902404	7.458
FBtr0081221	1054	883.017	31.654550	233.814
FBtr0310645	979	808.182	3.007461	20.332
FBtr0081219	1084	913.017	0.644349	4.921
FBtr0075314	465	294.470	78.757945	194.000
FBtr0070136	2103	1932.017	2.419333	39.100
FBtr0070137	2193	2022.017	2.305075	38.988
FBtr0070135	2124	1953.017	7.890800	128.912
FBtr0076688	2391	2220.017	25.712247	477.488
FBtr0346546	2609	2438.017	0.931208	18.991
FBtr0302935	3103	2932.017	11.354251	278.478
FBtr0082329	3115	2944.017	4.203643	103.522
FBtr0344017	5279	5108.017	0.642021	27.433
FBtr0091678	6366	6195.017	5.411789	280.446
FBtr0344016	5395	5224.017	0.555834	24.289
FBtr0342985	4422	4251.017	6.604921	234.869
FBtr0071815	4360	4189.017	16.533995	579.370
FBtr0071816	4190	4019.017	4.948342	166.359
FBtr0071813	4216	4045.017	250.930319	8490.623
FBtr0342986	4124	3953.017	30.592242	1011.594
FBtr0071814	4255	4084.017	6.852062	234.086
FBtr0083049	682	511.360	54.236948	232.000
FBtr0079593	751	580.329	0.719902	3.495
FBtr0332415	1011	840.017	5.555871	39.040
FBtr0345640	3934	3763.017	7.682674	241.832
FBtr0077562	3784	3613.017	48.941952	1479.168
FBtr0085387	5031	4860.017	5.195338	211.212
FBtr0085386	4880	4709.017	11.647056	458.788
FBtr0085614	355	184.552	9.397165	14.507
FBtr0303924	5093	4922.017	0.121660	5.009
FBtr0303923	5120	4949.017	0.120558	4.991
FBtr0300811	4420	4249.017	14.630151	520.000
FBtr0340626	2866	2695.017	0.029612	0.668
FBtr0340627	2995	2824.017	0.028148	0.665
FBtr0340628	2870	2699.017	0.029565	0.667
FBtr0087784	1976	1805.017	190.123416	2870.668
FBtr0332882	2246	2075.017	1.052406	18.267
FBtr0339391	1899	1728.017	11.350910	164.076
FBtr0084095	7188	7017.017	0.812685	47.702
FBtr0343807	7002	6831.017	0.477094	27.262
FBtr0343805	4551	4380.017	10.912164	399.809
FBtr0343806	4719	4548.017	8.338372	317.226
FBtr0086801	711	540.350	0.478037	2.161
FBtr0344145	6340	6169.017	0.038958	2.010
FBtr0100454	3868	3697.017	0.000000	0.000
FBtr0082255	6557	6386.017	0.000000	0.000
FBtr0082256	4226	4055.017	0.000000	0.000
FBtr0100455	2462	2291.017	0.051639	0.990
FBtr0088783	1907	1736.017	43.633026	633.629
FBtr0301333	1977	1806.017	0.000000	0.000
FBtr0332689	1974	1803.017	0.000000	0.000
FBtr0086107	5316	5145.017	42.520485	1830.000
FBtr0072159	694	523.355	0.456843	2.000
FBtr0076218	2574	2403.017	5.956102	119.725
FBtr0076219	2478	2307.017	37.064329	715.275
FBtr0113346	1241	1070.017	0.111723	1.000
FBtr0100083	570	399.410	0.000000	0.000
FBtr0079765	644	473.373	0.252540	1.000
FBtr0071734	1182	1011.017	0.000000	0.000
FBtr0071191	1056	885.017	9.818342	72.687
FBtr0345988	1286	1115.017	2.795093	26.070
FBtr0071902	1064	893.017	2.990242	22.337
