Name	Length	EffectiveLength	TPM	NumReads
FBgn0085500	687	509.552	0	0
FBgn0085784	479	301.678	0.002338	0.005
FBgn0262848	1188	1010.14	5.73305	38.948
FBgn0063924	307	129.819	0.000436	0
FBgn0262616	554	376.63	0	0
FBgn0267891	718	540.54	0.000307	0.001
FBgn0053491	369	191.788	0.002904	0.004
FBgn0050374	600	422.608	0	0
FBtr0347034	740	562.529	0	0
FBgn0267898	414	236.74	0.000207	0
FBgn0260469	924.159	746.583	1.09012	5.474
FBgn0267874	253	75.87	0	0
FBgn0030243	4727.4	4549.54	50.6353	1549.29
FBgn0032269	1867	1689.14	0	0
FBgn0266369	2930	2752.14	18.2074	337
FBgn0032596	774.161	596.674	133.572	536
FBgn0033770	715	537.541	0.276616	1
FBgn0259237	2786	2608.14	0	0
FBgn0013685	525	347.642	1.28315	3
FBgn0031021	768	590.518	83.3457	331
FBgn0033491	3329	3151.14	7.57702	160.575
FBgn0051141	961	783.394	0	0
FBgn0284082	778	600.513	0	0
FBgn0036396	1352	1174.14	7.97825	63
FBgn0036641	893.089	715.502	24.3144	117
FBgn0027594	4503.79	4325.93	211.664	6158
FBgn0261954	7915.46	7737.61	59.3415	3088
FBgn0029987	639	461.576	0.644281	2
FBgn0031660	1138.56	960.705	124.748	806
FBgn0038619	935.935	758.358	16.47	84
FBgn0001341	3680	3502.14	8.74624	206
FBgn0037541	7058.86	6881.01	30.7828	1424.53
FBgn0016701	1188.08	1010.31	63.2853	430
FBgn0039110	1769.58	1591.73	54.4613	583
FBgn0038839	2837.5	2659.64	0	0
FBgn0264307	3670.04	3492.18	11.5842	272.068
FBgn0263355	3606.84	3428.98	56.1803	1295.57
FBgn0032482	2180.38	2002.52	191.645	2580.99
FBgn0050082	843	665.461	1.11721	5
FBgn0033698	5896	5718.14	20.7249	797
FBgn0032240	530	352.638	133.864	317.472
FBgn0029925	1070	892.143	21.8336	131
FBgn0039017	1757	1579.14	7.43865	79
FBgn0259711	908	730.428	11.1963	55
FBgn0051140	6086.4	5908.54	8.40532	334
FBgn0036813	1221	1043.14	52.8833	371
FBgn0004379	2925.86	2748.01	22.7258	420
FBgn0036158	782	604.508	0	0
FBgn0031816	2033.25	1855.4	7.37291	92
FBgn0034923	1677.1	1499.24	24.1003	243
FBgn0039582	1151	973.143	0	0
FBgn0051635	6283.84	6105.99	12.673	520.41
FBgn0263117	5200.16	5022.31	0.050073	1.692
FBgn0030259	717	539.54	0	0
FBgn0029858	1993.67	1815.81	12.6667	154.684
FBgn0260745	2901.71	2723.85	253.511	4644
FBgn0015791	1139.46	961.638	134.987	873.001
FBgn0051453	1588.42	1410.56	52.6013	499
FBgn0025574	2100.74	1922.88	17.5534	227
FBgn0039637	3175.11	2997.26	106.908	2155
FBgn0023095	4761.79	4583.93	1.91383	59
FBgn0014022	1444	1266.14	16.5586	141
FBgn0035134	1243	1065.14	0.279197	2
FBgn0044826	3680.65	3502.79	76.5791	1804
FBgn0030937	1405	1227.14	0	0
FBgn0085213	715	537.541	0	0
FBgn0039875	2420.12	2242.27	69.7617	1052
FBgn0037736	3954.88	3777.03	0.118103	3
FBgn0024732	2153	1975.14	19.498	259
FBgn0053700	1116	938.143	0	0
FBgn0260747	999.251	821.608	292.278	1615
FBgn0038011	1767	1589.14	0	0
FBgn0066365	2733.69	2555.83	0.058811	1.011
FBgn0039863	5862.02	5684.17	38.3753	1467
FBgn0037721	827.289	649.758	0.91537	4
FBgn0036459	2408	2230.14	0	0
FBgn0038291	1731	1553.14	19.9132	208
FBgn0001114	3261.94	3084.08	1426.23	29582
FBgn0262894	324	146.811	0	0
FBgn0015772	4895.47	4717.61	15.3495	487
FBgn0030873	1723.06	1545.2	89.2998	928
FBgn0086675	6950.02	6772.16	0.26119	11.897
FBgn0038223	4226.07	4048.21	13.5902	370
FBgn0027081	2328.73	2150.88	225.021	3255
FBgn0043458	3240.18	3062.32	62.5929	1289.1
FBgn0262010	471	293.685	1.5189	3
FBgn0259963	337	159.804	0	0
FBgn0010238	2156	1978.14	93.0575	1238
FBgn0034184	3162.65	2984.79	30.687	616
FBgn0000018	1794	1616.14	22.1731	241
FBgn0032809	910	732.428	1.42109	7
FBgn0036605	513	335.649	0.885998	2
FBgn0052280	1126.54	948.683	33.2279	212
FBgn0000055	1096.33	918.476	0	0
FBgn0033657	3918	3740.14	0.159023	4
FBgn0035421	1684	1506.14	19.2511	195
FBgn0030666	1611.74	1433.88	1.82797	17.628
FBgn0011202	4208.16	4030.31	41.1363	1115
FBgn0050091	1681	1503.14	0	0
FBgn0033260	3386.79	3208.94	37.4402	808
FBgn0283427	8599.14	8421.28	804.175	45545
FBgn0033740	2224.45	2046.59	17.0736	235
FBgn0011725	2792.21	2614.35	32.0025	562.678
FBgn0034377	761	583.52	1.01928	4
FBgn0284248	676.482	499.037	754.728	2533
FBgn0040674	712.5	535.039	0	0
FBgn0036323	1637	1459.14	0	0
FBgn0038260	1973	1795.14	4.05868	49
FBgn0034617	1987	1809.14	10.6846	130
FBgn0262018	7549.5	7371.65	0.040342	2
FBgn0031873	840	662.464	15.9362	71
FBgn0032366	866	688.437	0	0
FBgn0035241	4611.74	4433.89	1.40943	42.028
FBgn0260049	2271.12	2093.27	153.006	2154
FBgn0015558	4278.25	4100.39	0.950516	26.211
FBgn0267875	162	29.337	0	0
FBgn0003870	4240.52	4062.67	40.8452	1116
FBgn0053061	1277.9	1100.04	0.135169	1
FBgn0041181	4928	4750.14	0	0
FBgn0039778	933	755.423	0	0
FBgn0014455	1600.35	1422.49	233.388	2232.75
FBgn0030462	936.667	759.076	0	0
FBgn0051832	762	584.519	0	0
FBgn0000259	1612.66	1434.89	120.518	1163.01
FBgn0261581	717.5	540.039	0	0
FBgn0039271	836	658.466	9.7101	43
FBgn0031463	1194	1016.14	0	0
FBgn0014006	4619.26	4441.4	33.1774	991
FBgn0037150	1456	1278.14	14.3092	123
FBgn0030294	1628	1450.14	16.6109	162
FBgn0036039	2150.89	1973.03	14.5407	192.944
FBgn0029676	2023.42	1845.57	63.1741	784.116
FBgn0037475	1444.5	1266.64	0	0
FBgn0052076	1529	1351.14	27.2922	248
FBgn0058354	1400	1222.14	2.76064	22.69
FBgn0033738	3626.46	3448.61	37.6128	872.349
FBgn0064126	1582.2	1404.35	33.6853	318.147
FBgn0039115	970	792.383	17.9604	95.711
FBgn0010356	2362	2184.14	20.9	307
FBgn0051100	2434.9	2257.04	0.131759	2
FBgn0263249	318	140.815	0	0
FBgn0039635	1216.05	1038.29	183.45	1281
FBgn0050010	760.653	583.16	5.60949	22
FBgn0034495	1429	1251.14	17.7637	149.469
FBgn0005617	3878.48	3700.62	36.5641	910
FBgn0030703	1444.7	1266.85	125.588	1070
FBgn0036574	4109.76	3931.9	17.1665	453.936
FBgn0038742	1418	1240.14	69.062	576
FBgn0003162	1638.95	1461.1	5.29192	52
FBgn0046999	672	494.555	0.300659	1
FBgn0037345	831	653.467	15.2454	67
FBgn0037050	1519.85	1341.99	11.9663	108
FBgn0029783	1128.26	950.398	8.13553	52
FBgn0261269	3811.66	3633.81	4.5011	110
FBgn0264270	2352.34	2174.48	46.7071	683.047
FBgn0259822	4738.88	4561.02	0.07891	2.42
FBgn0034035	1562	1384.14	26.9638	251
FBgn0039270	868	690.436	14.4291	67
FBgn0031626	1990	1812.14	0	0
FBgn0051324	1968.91	1791.05	47.2649	569.324
FBgn0260858	1469	1291.14	47.4473	412
FBgn0031874	1710.58	1532.72	6.60559	68.09
FBgn0262719	7923.18	7745.32	0.576725	30.041
FBgn0082831	6728.91	6551.05	32.412	1428
FBgn0259239	3651.66	3473.81	0.342431	8
FBgn0036146	755	577.523	5.9217	23
FBgn0035073	3322	3144.14	14.0683	297.478
FBgn0020371	789	611.499	0	0
FBgn0032845	1558.28	1380.42	6.4629	60
FBgn0283651	4290.89	4113.03	1.59087	44.007
FBgn0267824	2632	2454.14	55.1353	910
FBgn0069973	897.823	720.246	22.5027	109
FBgn0036301	1709	1531.14	17.383	179
FBgn0265048	4744	4566.14	214.076	6574
FBgn0261057	237.5	61.2145	0	0
FBgn0052564	1448	1270.14	0.117067	1
FBgn0030797	1165.32	987.683	15.263	101.383
FBgn0001296	2215.64	2037.78	4.3051	59
FBgn0259972	1093	915.143	0.32496	2
FBgn0053986	871	693.433	0	0
FBgn0032435	2743	2565.14	0.115933	2
FBgn0033905	1169.2	991.344	17.3989	116
FBgn0029539	639.5	462.077	0	0
FBgn0030502	2962.35	2784.49	105.465	1975
FBgn0032554	1230	1052.29	0	0
FBgn0036410	2258.28	2080.43	1.00061	13.999
FBgn0025390	6135.38	5957.53	2.59081	103.804
FBgn0038394	1047	869.143	0.342158	2
FBgn0029715	1083.83	905.976	78.287	477
FBgn0034911	6361	6183.14	0.192384	8
FBgn0026063	2066	1888.14	0.253354	3.217
FBgn0032375	787.588	610.094	0.243721	1
FBgn0033665	1878	1700.14	12.6815	145
FBgn0085380	3223	3045.14	0	0
FBgn0037493	813	635.487	0	0
FBgn0053701	315	137.816	0	0
FBgn0032189	1259	1081.14	14.5784	106
FBgn0033726	683	505.553	0	0
FBgn0037526	2210.88	2033.03	8.14927	111.423
FBgn0028902	2093.51	1915.66	0.232858	3
FBgn0050289	1164	986.143	0.150782	1
FBgn0038131	1100	922.143	0.02348	0.146
FBgn0004910	1486.25	1308.5	0.113634	1.001
FBgn0037715	1038.5	860.644	24.7059	143.001
FBgn0038151	1571	1393.14	0	0
FBgn0005391	1583.02	1405.16	0.317455	3
FBgn0265416	5854.07	5676.21	0.131535	5.021
FBgn0033115	1348.68	1170.82	12.0648	95
FBgn0029587	2518.15	2340.29	1.79501	28.253
FBgn0034300	5049.32	4871.47	14.8037	485
FBgn0265464	2788	2610.14	7.69955	135.158
FBgn0036112	761	583.52	0	0
FBgn0262730	8084.27	7906.42	27.2927	1451.24
FBgn0262512	659	481.561	84.2946	273
FBgn0015279	4419.02	4241.17	57.8828	1651
FBgn0039831	2812.72	2634.86	80.9795	1434.98
FBgn0261673	1874.94	1697.08	1.13901	13
FBgn0026570	1233.94	1056.08	47.3074	336
FBgn0031574	3474.16	3296.3	7.39784	164
FBgn0036761	1785.75	1607.89	57.1505	618
FBgn0085385	5875	5697.14	0.010556	0.404
FBgn0027296	2063	1885.14	12.699	161
FBgn0033259	2863	2685.14	35.8282	647
FBgn0033616	1893	1715.14	11.5303	133
FBgn0030224	1034	856.143	0	0
FBgn0016685	917.221	739.643	338.338	1683
FBgn0003888	2516.6	2338.74	249.515	3924.56
FBgn0025381	2138.65	1960.8	370.426	4884.79
FBgn0052667	368	190.788	2.33807	3
FBgn0031771	1553.94	1376.08	139.067	1287
FBgn0042133	1168	990.143	4.95569	33
FBgn0028546	1069.13	891.277	75.2406	451
FBgn0037620	1159	981.143	3.031	20
FBgn0086710	477.148	299.827	3039.03	6128
FBgn0036028	1427	1249.14	9.52283	80
FBgn0000046	1655.98	1478.13	1.12318	11.166
FBgn0034568	3383.35	3205.5	0.231933	5
FBgn0035464	2237.86	2060.01	49.8767	691
FBgn0032331	1716	1538.14	0.77336	8
FBgn0261380	1356	1178.14	27.0087	214
FBgn0039196	1506	1328.14	0	0
FBgn0051683	1875.62	1697.77	4.62706	52.832
FBgn0011754	2731.33	2553.47	22.5184	386.706
FBgn0003250	1349	1171.14	0.126963	1
FBgn0028872	1850.33	1672.48	0	0
FBgn0003975	3463	3285.14	0.260026	5.745
FBgn0040751	379	201.781	19.1594	26
FBgn0039958	2048.02	1870.17	31.9457	401.795
FBgn0034201	1895.15	1717.45	0.231955	2.679
FBgn0032390	851.812	674.267	49.1769	223
FBgn0031144	1994.48	1816.63	42.0713	514
FBgn0037481	943	765.422	20.786	107
FBgn0033457	1056.78	878.921	20.8086	123
FBgn0037974	1270.51	1092.65	28.0004	205.758
FBgn0038033	1754	1576.14	0.13968	1.481
FBgn0029689	2699	2521.14	12.8572	218
FBgn0036784	2074	1896.14	0	0
FBgn0085458	750	572.526	0	0
FBgn0033787	1157.83	979.97	3.94502	26
FBgn0031955	5711.22	5533.36	0.349335	13
FBgn0054011	1090	912.143	0	0
FBgn0051092	3957.91	3780.05	1.53748	39.085
FBgn0003218	5056.07	4878.21	17.8972	587.16
FBgn0029687	2574.61	2396.75	80.405	1296.04
FBgn0033460	4661.12	4483.27	57.6426	1738
FBgn0039664	1417.7	1239.84	8.28886	69.115
FBgn0037802	1114	936.143	8.10058	51
FBgn0014002	2080.26	1902.41	822.077	10517.9
FBgn0051454	1736	1558.14	0.095429	1
FBgn0046886	1227	1049.14	0	0
FBgn0261060	329	151.81	0	0
FBgn0039349	1858.12	1680.26	22.0349	249
FBgn0036230	922.5	744.926	0	0
FBgn0085599	1023	845.143	11.7305	66.674
FBgn0030292	477	299.679	69.4639	140
FBgn0039132	1040.62	862.882	78.5781	456
FBgn0032790	1215	1037.14	12.7597	89
FBgn0029996	2521.83	2343.97	57.4724	905.989
FBgn0264830	262	84.854	0	0
FBgn0083972	706	528.544	1.96927	7
FBgn0052221	1606	1428.14	9.47454	91
FBgn0061209	595	417.612	0.125593	0.353
FBgn0019938	5078	4900.14	34.1072	1124
FBgn0029920	757	579.522	0.256577	1
FBgn0259728	885	707.43	9.52863	45.334
FBgn0052732	2189	2011.14	15.2575	206.366
FBgn0030164	1289.75	1111.89	0	0
FBgn0033785	1901.04	1723.18	7.10858	82.381
FBgn0250839	1017.75	840.037	0	0
FBgn0267887	453	275.699	0	0
FBgn0267365	936	758.423	26.0752	133
FBgn0032150	1063.15	885.356	6.21401	37
FBgn0035360	1723.53	1545.67	1.2595	13.093
FBgn0035833	3722	3544.14	17.3271	413
FBgn0034849	777.36	599.873	53.695	216.623
FBgn0035041	2875.31	2697.46	0.098259	1.783
FBgn0037067	876	698.432	0	0
FBgn0263197	5925.51	5747.65	95.4082	3687.98
FBgn0033724	651.267	473.832	14.749	47
FBgn0265201	476	298.68	1.54823	3.11
FBgn0031690	1768.92	1591.07	0.093455	1
FBgn0035009	576	398.619	0	0
FBgn0052601	967	789.385	0.094182	0.5
FBgn0033996	1961.73	1783.87	18.4212	221
FBgn0034437	2768	2590.14	0.057407	1
FBgn0031247	748	570.527	17.419	66.836
FBgn0039552	649	471.569	0	0
FBgn0030990	2036.31	1858.45	130.334	1629
FBgn0015925	2004.36	1826.51	31.8305	391
FBgn0029959	1179.58	1001.73	33.695	227
FBgn0001276	727	549.535	20.8345	77
FBgn0036277	437	259.714	84.7333	148
FBgn0052643	548	370.631	0	0
FBgn0263782	3818	3640.14	12.7894	313.098
FBgn0035695	4208	4030.14	0.332055	9
FBgn0034138	627.086	449.677	3303.67	9991
FBgn0035997	3195.73	3017.87	30.7941	625
FBgn0028541	2464.71	2286.85	71.8477	1105
FBgn0053666	666	488.556	0	0
FBgn0051860	2260.5	2082.64	0	0
FBgn0035312	1183	1005.14	26.1175	176.551
FBgn0036236	1075	897.143	0.000296	0.002
FBgn0259735	6472.93	6295.07	177.669	7521.82
FBgn0037094	3105.97	2928.12	49.5621	975.998
FBgn0051953	715	537.541	0.260969	0.943
FBgn0029523	2309	2131.14	0.894208	12.816
FBgn0035374	1144	966.143	56.7902	369
FBgn0034514	440	262.711	0	0
FBgn0038934	4896.2	4718.34	0.157568	5
FBgn0036360	2534	2356.14	0.063108	1
FBgn0014465	1978.24	1800.42	0.412939	5
FBgn0038471	1102	924.143	23.8128	148
FBgn0038047	1623	1445.14	4.93877	48
FBgn0064237	1495	1317.14	0	0
FBgn0032036	2418.89	2241.03	392.791	5920
FBgn0038207	740	562.529	0.528656	2
FBgn0259821	4377.35	4199.49	2.83258	80
FBgn0032084	1511.65	1333.79	2.22962	20
FBgn0014427	1176	998.143	11.1727	75
FBgn0031257	2624.79	2446.93	57.3639	944
FBgn0041094	2291.05	2113.2	101.326	1440.03
FBgn0033988	2216	2038.14	40.5725	556.132
FBgn0001986	3585	3407.14	43.685	1001
FBgn0032078	1998.84	1820.98	219.897	2693
FBgn0038551	1645	1467.14	31.8233	314
FBgn0000808	2015.62	1837.76	7.04571	87.082
FBgn0036895	3746	3568.14	0.083344	2
FBgn0266455	280	102.839	0	0
FBgn0031575	2698.31	2520.45	12.3298	209
FBgn0033880	1145	967.143	4.30483	28
FBgn0051661	1341	1163.14	0	0
FBgn0283476	12442	12264.1	0.084869	7
FBgn0032882	1961	1783.14	38.6267	463.218
FBgn0025700	893.113	715.537	109.929	529
FBgn0039811	514	336.648	0	0
FBgn0086447	414.804	237.549	34.4268	54.999
FBgn0000463	4766.98	4589.12	0.131862	4.071
FBgn0034748	1924	1746.14	16.9458	199
FBgn0042138	1247.03	1069.17	102.636	738
FBgn0017556	1210.6	1032.74	9.4e-05	0
FBgn0267423	640	462.575	0	0
FBgn0052843	3276.48	3098.62	0.047987	1
FBgn0250827	860	682.439	0.217883	1
FBgn0023536	2345	2167.14	3.91089	57
FBgn0263236	3152.74	2974.88	1.1496	23
FBgn0039379	1894	1716.14	33.7909	390
FBgn0263842	318	140.815	0	0
FBgn0259676	1753	1575.14	26.4318	280
FBgn0050005	887	709.43	36.9764	176.419
FBgn0036842	2790.1	2612.24	38.8203	682
FBgn0026718	1573.23	1395.37	3.83619	36
FBgn0034061	656	478.562	37.2848	120
FBgn0038877	2124	1946.14	54.2839	710.489
FBgn0262588	777	599.514	18.8496	76
FBgn0264979	1349.69	1171.83	15.2266	120
FBgn0010772	3248.88	3071.02	35.8776	741
FBgn0034127	2103	1925.14	1.08132	14
FBgn0261850	2797	2619.14	22.3679	394
FBgn0037853	1642	1464.14	91.1971	898
FBgn0038851	978	800.373	3.15824	17
FBgn0083942	556	378.629	0	0
FBgn0004915	1414.37	1236.52	32.9709	274.184
FBgn0265630	6021.01	5843.16	33.0051	1297
FBgn0034870	870	692.434	0	0
FBgn0036483	4066.02	3888.16	9.71354	254
FBgn0026869	6356.82	6178.96	41.8462	1738.93
FBgn0051404	981	803.371	0	0
FBgn0050446	2303	2125.14	0.489777	7
FBgn0033020	668.937	491.493	1.21013	4
FBgn0036450	2644	2466.14	40.276	668
FBgn0085479	1472	1294.14	0.574481	5
FBgn0037045	1081	903.143	7.57338	46
FBgn0030114	2681.33	2503.47	52.7423	888.001
FBgn0046685	2895	2717.14	45.2018	826
FBgn0031951	1191.99	1014.14	31.351	213.826
FBgn0030310	737.946	560.465	326.586	1231
FBgn0032251	1047.4	869.543	11.97	70
FBgn0036009	1497	1319.14	0	0
FBgn0039266	1631.85	1454	49.8029	486.999
FBgn0034194	1754.14	1576.28	25.8467	274
FBgn0004554	569.5	392.123	0	0
FBgn0003360	1637.97	1460.11	400.73	3935.05
FBgn0030320	3587.48	3409.63	20.4965	470
FBgn0261639	849	671.455	10.1606	45.883
FBgn0030812	4539.54	4361.68	53.6927	1575
FBgn0052091	2967	2789.14	1.66349	31.203
FBgn0039183	3126.82	2948.97	29.4968	585
FBgn0000299	5701.11	5523.25	816.838	30341.9
FBgn0004892	2611	2433.14	0.061111	1
FBgn0038602	615	437.602	0.339789	1
FBgn0037260	1785	1607.14	0.675442	7.301
FBgn0052668	2676	2498.14	0.53569	9
FBgn0001250	5711.33	5533.47	0.779271	29.001
FBgn0036795	1548	1370.14	0	0
FBgn0015321	1154.06	976.205	60.4697	397
FBgn0030202	348	170.8	0	0
FBgn0030244	982.636	804.914	0.554192	3
FBgn0039501	2472	2294.14	6.93508	107
FBgn0038127	935	757.423	0	0
FBgn0003129	2566	2388.14	0	0
FBgn0033100	554.868	377.495	30.7236	78
FBgn0030832	708	530.543	0	0
FBgn0264738	1067	889.143	0	0
FBgn0036302	2080.26	1902.41	82.0681	1050
FBgn0011205	2008.99	1831.13	59.2734	729.946
FBgn0028700	1279.03	1101.17	35.0416	259.509
FBgn0039927	3428.5	3250.64	7.18581	157.092
FBgn0038079	782.991	605.492	0.736717	3
FBgn0040066	1672.11	1494.25	62.2967	626.038
FBgn0030833	3819.88	3642.03	4.5726	112
FBgn0036656	1409.81	1231.96	0.717626	5.946
FBgn0053531	4276.65	4098.79	0.217663	6
FBgn0033982	2804.6	2626.74	0.516937	9.131
FBgn0085237	380	202.78	0	0
FBgn0052086	1523.55	1345.69	0.110495	1
FBgn0284247	12278.7	12100.8	0.024576	2
FBgn0039434	1030	852.143	0	0
FBgn0051933	2076	1898.14	0	0
FBgn0038830	670	492.556	20.2259	67
FBgn0035294	1682	1504.14	85.8742	868.688
FBgn0040793	417	239.736	401.291	647
FBgn0014179	2032.52	1854.66	0.080172	1
FBgn0031145	841.528	664.025	265.404	1185.23
FBgn0033234	2014.89	1837.03	1.81925	22.476
FBgn0040343	743.5	566.014	0	0
FBgn0050491	1259.34	1081.48	3.90747	28.42
FBgn0034420	3262.71	3084.86	147.735	3065
FBgn0054008	715	537.541	3.31939	12
FBgn0037297	1596.06	1418.2	20.0255	191.001
FBgn0031725	2661.5	2483.64	0	0
FBgn0039307	1248	1070.14	0	0
FBgn0035435	1103	925.143	10.7685	67
FBgn0013810	12202	12024.1	3.28939	266
FBgn0003963	4649.11	4471.25	81.1759	2441
FBgn0030494	858	680.441	0.437047	2
FBgn0039055	3473	3295.14	30.7299	681
FBgn0040308	1047.28	869.422	64.1341	375.001
FBgn0039620	2274	2096.14	1.48966	21
FBgn0015765	1460.84	1282.98	17.2685	148.999
FBgn0031270	687.157	509.708	3.50064	12
FBgn0029795	1465.29	1287.43	2.07891	18
FBgn0030049	4134.78	3956.93	76.8466	2045.01
FBgn0052702	11349	11171.1	6.22926	468
FBgn0032938	3296.41	3118.56	44.3899	931
FBgn0037760	4690.73	4512.87	49.8181	1512
FBgn0259832	474	296.681	15.5367	31
FBgn0020440	4593.79	4415.93	17.543	521.001
FBgn0004590	639	461.576	0	0
FBgn0024941	4479.45	4301.6	0.069134	2
FBgn0035084	1250.65	1072.79	17.3356	125.073
FBgn0038752	2194	2016.14	0.073751	1
FBgn0051643	2890	2712.14	0	0
FBgn0030746	3803.68	3625.83	1.35529	33.048
FBgn0015714	1558.47	1380.61	81.8389	759.875
FBgn0037506	1426	1248.14	0.595654	5
FBgn0266977	516	338.647	0	0
FBgn0035077	1165	987.143	0.531749	3.53
FBgn0053109	1025	847.143	0.175522	1
FBgn0002933	523	345.643	0	0
FBgn0085331	825	647.474	0	0
FBgn0261584	1719.99	1542.13	13.4988	140
FBgn0033362	2137.03	1959.17	8.95565	118
FBgn0030575	1368.07	1190.22	3.24815	26
FBgn0015572	1749	1571.14	0.283919	3
FBgn0013276	2375	2197.14	8.78194	129.766
FBgn0032613	2123	1945.14	24.0795	315
FBgn0036225	1146	968.143	0	0
FBgn0052208	514	336.648	0.01017	0.023
FBgn0017567	819	641.477	157.158	678
FBgn0014388	3447.15	3269.29	802.381	17641.9
FBgn0046763	1934	1756.14	113.627	1342
FBgn0037061	627	449.591	20.8358	63
FBgn0030941	2416.13	2238.27	69.7532	1050
FBgn0029809	1433	1255.14	0.118466	1
FBgn0053120	2301	2123.14	1.12054	16
FBgn0015614	1282.23	1104.37	85.0353	631.576
FBgn0033498	1268	1090.14	0.136397	1
FBgn0022224	396	218.766	21.0703	31
FBgn0033729	794.5	616.889	0	0
FBgn0260453	2030.18	1852.32	0.160547	2
FBgn0039160	1362	1184.14	70.3829	560.51
FBgn0032750	1371	1193.14	7.60196	61
FBgn0262738	7041.83	6863.97	20.8822	963.968
FBgn0033979	1769.47	1591.61	0.8408	9
FBgn0032651	1360	1182.14	0	0
FBgn0050376	941	763.423	0	0
FBgn0039495	1455	1277.14	0.582128	5
FBgn0041105	2454	2276.14	0.130653	2
FBgn0283627	1560	1382.14	0	0
