"ID","Untreated_1","Untreated_3","Untreated_4","RNAi_1","RNAi_3","RNAi_4","padj","log2FoldChange","pvalue","foldChange","log10padj"
"FBgn0039485",39.6190393922055,34.734235137777,46.0891860762571,88.6753708937249,92.9318055630319,81.7394948105591,0.000300682448786647,1.13478045705131,1.23748946335883e-05,2.19585144718915,3.5218919214757
"FBgn0039593",24.1964987882646,18.4196179613775,31.5055746923262,71.8187828872462,64.431435852537,77.5986220114586,0.000318727962006425,1.54607844781859,1.34246303128088e-05,2.92022280668935,3.49657983419683
"FBgn0050463",14.9062820772089,25.0858603673103,23.2936343352658,87.0379512615579,84.5929997911064,61.5529231209831,0.000375317170105998,1.89507406686861,1.76925337712323e-05,3.71941071727483,3.42560156691728
"FBgn0000116",535.099584330964,456.350810308963,390.216179068264,836.698775504174,1107.46186556102,966.286029359342,0.000258592227427225,1.07847939253309,1.01972029616645e-05,2.11180905084794,3.58738453295986
"FBgn0003447",24.863099931993,27.2358982053699,35.2480958143824,69.4255542860778,59.0815646703035,67.1775549587078,0.000614119883844829,1.17899737651264,3.44884808409988e-05,2.26419368686546,3.21174684089452
"FBgn0259741",17.7857589312053,23.1403217130124,20.4594771585439,47.2013603046238,46.1438506842225,39.0961647800106,0.00104420668329615,1.12122103732204,7.04976554587683e-05,2.17531003846871,2.98121353147643
"FBgn0052185",15.9734213487231,17.1714621392736,13.6792564517,33.5017092381483,31.8638736654322,34.5223885913662,0.00106642599528946,1.10195628141718,7.3039309407568e-05,2.14645552687428,2.97206927706647
"FBgn0051125",20.1124247033708,17.0545350026303,17.0481758039819,35.1284085378042,40.0493156835112,36.68736278825,0.00114687741022084,1.01866764620457,8.0789679611455e-05,2.02604700590874,2.94048300137505
"FBgn0038261",18.2629027313428,21.5532275308222,12.9541273409787,39.7575633235456,48.0125188458299,42.080849156683,0.0012823023328687,1.34208691447863,9.31473431884845e-05,2.53517777005095,2.89200956762792
"FBgn0037678",23.1850784406354,23.2421971465825,13.8625629526431,46.9175829640926,61.3598010668759,53.7978372076118,0.0012841480344949,1.45066917619894,9.34381917420289e-05,2.73334804910774,2.89138490862038
"FBgn0030954",12.3654410081305,12.2984208584891,9.72591588299826,23.2533053973763,26.7391269423738,27.632808791789,0.00155860117529184,1.17364080812814,0.000125395943659787,2.25580257143398,2.80726500060898
"FBgn0029848",7.72495300166603,9.80078281318333,8.90012081803559,21.9589372810707,17.7759500822146,20.4800942485041,0.00161462312900712,1.2209881518376,0.000130494507557406,2.33106325228609,2.79192883066579
"FBgn0032436",7.42294681276211,11.1909057851798,7.69120286606171,31.1930018931446,38.1271629091979,21.6179361037837,0.00170992224418526,1.77518005383303,0.000140075427401821,3.42280725544984,2.76702363796402
"FBgn0035539",15.2154320570089,8.12644203709825,9.81476995353868,28.1829316186303,29.1990745965108,41.9315259700062,0.00185981940895382,1.59791863853503,0.000155760726961583,3.02706286849202,2.73052922433183
"FBgn0037812",10.1113070180297,12.6833374963702,10.0196767897277,25.4160349559147,24.9889892423724,21.4895223585833,0.00188526934490526,1.11165516184318,0.000158812824805839,2.160934228074,2.72462659418515
"FBgn0023091",10.4265832477639,8.50353461321333,6.79550296511636,18.9568963698914,23.7300605209799,22.0656219717207,0.00190767202607229,1.35620375044093,0.000162097391056808,2.56010636353175,2.7194962887045
"FBgn0283545",22.3451951534649,21.84843714059,17.5620199233241,38.2569487066763,46.4997128161804,38.0256308395452,0.0018929159604289,1.0060228528527,0.000160150257670276,2.00836689954177,2.72286866693011
"FBgn0033541",13.3119160232542,13.195132539862,18.5094941618825,32.3885028102525,30.8147634254901,29.9764735218397,0.00211227707223882,1.05233693895883,0.000184898383688833,2.07388649812789,2.67524911499617
"FBgn0039788",7.33175270774286,7.02821441609395,14.1764595831571,30.5306781076661,27.4968827481435,23.9660866417616,0.00238673494456315,1.52902756037057,0.000223492333351232,2.88591250391785,2.62219580826815
"FBgn0046258",3.05100105646345,5.78682505862122,8.49979949297136,20.506754072671,15.6998461763503,17.533547905204,0.00273031041385182,1.69292178847848,0.000266997758697999,3.23310819690047,2.56378797443939
"FBgn0036560",7.30363195171491,10.0139926447286,10.8905088992609,33.4917575935988,20.529448201525,37.3143861570742,0.00273922820724541,1.65090468773667,0.000268538670543043,3.14030500225136,2.56237178482568
"FBgn0051163",8.12063930673391,6.28293230914965,10.645357291464,19.1940813086831,19.3178624942731,18.4738758785596,0.0028348877011438,1.19749341614953,0.00028139583547948,2.29340860604799,2.54746414020654
"FBgn0031688",17.8757342650424,14.3952800204451,26.7195883553339,51.2196450595334,53.8299859104212,38.0870974533409,0.00278584056154342,1.32401184241405,0.000274528321906346,2.50361346822469,2.55504374262251
"FBgn0035969",6.24173811931869,4.65237303638556,10.7903660535159,19.5275218363645,18.6274566739889,19.5312024306458,0.00335675618773429,1.50332385483659,0.000357501908899523,2.83495110877355,2.47408020184611
"FBgn0039759",8.68871434141739,6.74635542191489,12.7807748466419,25.0169308307582,20.4733511021307,33.4280635219675,0.00355246181458545,1.53299293520318,0.000386388300892401,2.89385560065754,2.4494705816071
"FBgn0031041",10.3541292140305,10.9872672929309,11.8703513411618,24.7053865488211,18.0335846315578,24.280577822801,0.00401590780326736,1.04091653070898,0.000457863773273092,2.05753437059842,2.39621626622953
"FBgn0039178",10.4612336564779,9.22640817368854,7.51241372452169,25.6570088497204,38.1201759652684,19.4235925585718,0.0040226739754178,1.55680619363578,0.000460169150893234,2.94201824521572,2.39548516415123
"FBgn0042102",6.4337906425363,9.03079088608627,6.36231562317771,17.8647059164874,17.8369733151586,14.3195026104918,0.00409812895398074,1.15336946243947,0.000474453826272408,2.22432787433779,2.38741437997067
"FBgn0035932",21.8305535682954,12.5457276392608,25.4104835812292,42.6257406026545,50.1140503851056,41.6251070903531,0.00426470228390819,1.23099264114798,0.000502434098885534,2.3472843835802,2.3701112812535
"FBgn0035957",6.93264395239075,9.27397530654642,7.51627398829779,21.8877478787244,14.4671864152022,25.8529702217715,0.00488576867806673,1.36446938437117,0.000602998017009604,2.57481608106898,2.31106709901165
"FBgn0035933",7.77566699958068,5.55359455788704,8.11397139650556,14.478934583429,14.0551864139948,18.3479166977683,0.00497039367202531,1.15474541606889,0.000617734190956143,2.2264503131634,2.30360921230944
"FBgn0035076",23.7809720643455,16.3515325136056,27.4796333849142,42.1653391643474,41.8843919845762,51.3536718492533,0.00444305822235658,1.02774895834554,0.00053212551777949,2.03884055889789,2.35231799567596
"FBgn0035523",32.2725265803593,26.3492219335049,40.3016222113751,78.3274316614797,88.829324172702,55.0096536037647,0.00430927061048929,1.15842336541141,0.000509789185882568,2.23213357828387,2.36559623254147
"FBgn0261989",3.94640537883933,12.5045725629731,7.93211958192584,31.1918094477115,24.2839850615787,21.5852933249226,0.00513661051050066,1.88400676517226,0.000644663118641762,3.6909872785739,2.28932336391422
"FBgn0035267",24.2201051242253,30.7664801627777,16.9652543299142,46.361280759281,53.8437081473101,43.5992036892299,0.00561608969390093,1.04208833737519,0.000730893860786032,2.05920624985917,2.25056596475732
"FBgn0264343",13.1265079522897,28.9239606293651,26.1441990790777,78.7118578233154,51.833389050395,47.3018197777637,0.00705613019057732,1.40889001326497,0.000982052059242845,2.65532787482951,2.1514334147629
"FBgn0050502",16.217773896992,18.7468288975346,11.9076581291066,28.8387850240774,27.1813398703761,38.3075696290376,0.00823835310925609,1.03204400266572,0.00122627732781894,2.04491943097324,2.08415959741057
"FBgn0036287",15.1997308089457,7.41684487520669,9.93616783153026,19.6190068628052,25.842986996999,25.8809839858225,0.00992708698578115,1.17143393084114,0.00156544410756679,2.25235452895478,2.00317817261235
